1296752887	20250330	202503	2025	2025.2466											PTY	PARTY MEMBER									0	040	040	04	1	1.0	6	1	6	1.37844611528822	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260330084500	https://www.winnipegfreepress.com/business/2026/03/30/lewis-begins-ndp-leadership-with-prairie-tension-and-a-big-rebuilding-task-ahead
1296752888	20250330	202503	2025	2025.2466											PTY	PARTY MEMBER									0	040	040	04	1	1.0	4	1	4	1.37844611528822	0								4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20260330084500	https://www.winnipegfreepress.com/business/2026/03/30/lewis-begins-ndp-leadership-with-prairie-tension-and-a-big-rebuilding-task-ahead
1296752889	20250330	202503	2025	2025.2466	CAN	CANADIAN	CAN								LEG	PARLIAMENT						LEG			0	031	031	03	1	5.2	7	1	7	-1.39860139860139	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260330084500	https://www.winnipegfreepress.com/business/2026/03/30/canadian-banks-pension-funds-have-poured-billions-into-ice-contractors
1296752890	20250330	202503	2025	2025.2466	CVL	TRAVELLER						CVL													0	130	130	13	3	-4.4	10	1	10	-8.89679715302493	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20260330084500	https://www.ghanamma.com/2026/03/30/new-zealand-joins-canada-u-s-and-uk-in-warning-citizens-about-travel-to-south-africa-ahead-of-easter-holidays/
1296752891	20250330	202503	2025	2025.2466	IRN	IRANIAN	IRN																		0	193	193	19	4	-10.0	10	1	10	-4.21875	4	Saqqez, Kordestan, Iran	IR	IR16	40916	36.2463	46.2665	-3082379	0								4	Saqqez, Kordestan, Iran	IR	IR16	40916	36.2463	46.2665	-3082379	20260330084500	https://www.winnipegfreepress.com/business/2026/03/30/war-disrupts-life-on-the-iraq-iran-border-isolating-families-and-halting-trade
1296752892	20250330	202503	2025	2025.2466	LEG	PARLIAMENT						LEG			CAN	CANADIAN	CAN								0	031	031	03	1	5.2	7	1	7	-1.39860139860139	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260330084500	https://www.winnipegfreepress.com/business/2026/03/30/canadian-banks-pension-funds-have-poured-billions-into-ice-contractors
1296752893	20250330	202503	2025	2025.2466	LEG	LEGISLATURE						LEG			USA	TEXAS	USA								1	020	020	02	1	3.0	4	1	4	-5.34618755477651	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260330084500	https://dentonrc.com/news/state/federal-trial-over-air-conditioning-in-texas-prisons-set-to-start-monday/article_d6c00e88-d4e3-48b4-ab31-3cebfc3931cc.html
1296752894	20250330	202503	2025	2025.2466	LEG	LEGISLATURE						LEG			USACOP	TEXAS	USA					COP			1	020	020	02	1	3.0	6	1	6	-5.34618755477651	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260330084500	https://dentonrc.com/news/state/federal-trial-over-air-conditioning-in-texas-prisons-set-to-start-monday/article_d6c00e88-d4e3-48b4-ab31-3cebfc3931cc.html
1296752895	20250330	202503	2025	2025.2466	PAK	PAKISTAN	PAK																		1	010	010	01	1	0.0	1	1	1	-7.72727272727272	4	Naukot, Sindh, Pakistan	PK	PK05	40405	24.8587	69.4024	-2770172	0								4	Naukot, Sindh, Pakistan	PK	PK05	40405	24.8587	69.4024	-2770172	20260330084500	https://tribune.com.pk/story/2600041/fake-certificates-scandal-widens
1296752896	20250330	202503	2025	2025.2466	PAK	PAKISTAN	PAK																		1	010	010	01	1	0.0	1	1	1	-7.72727272727272	4	Pakka, Punjab, Pakistan	PK	PK04	23655	31.6335	71.5094	6148889	0								4	Naukot, Sindh, Pakistan	PK	PK05	40405	24.8587	69.4024	-2770172	20260330084500	https://tribune.com.pk/story/2600041/fake-certificates-scandal-widens
