1293334824	20250310	202503	2025	2025.1918											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	6	1	6	3.90390390390391	0								4	Menangle, New South Wales, Australia	AS	AS02	5112	-34.1268	150.739	-1586921	4	Menangle, New South Wales, Australia	AS	AS02	5112	-34.1268	150.739	-1586921	20260310000000	https://harnesslink.com/zaharas-biggest-challenge-yet/
1293334825	20250310	202503	2025	2025.1918	AUS	AUSTRALIA	AUS																		1	043	043	04	1	2.8	6	1	6	3.90390390390391	4	Menangle, New South Wales, Australia	AS	AS02	5112	-34.1268	150.739	-1586921	0								4	Menangle, New South Wales, Australia	AS	AS02	5112	-34.1268	150.739	-1586921	20260310000000	https://harnesslink.com/zaharas-biggest-challenge-yet/
1293334826	20250310	202503	2025	2025.1918	CAN	OTTAWA	CAN								CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		1	014	014	01	1	0.0	14	2	14	0.77864293659622	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260310000000	https://www.wellandtribune.ca/politics/federal/seeking-change-that-makes-things-bigger-new-democrats-begin-voting-for-next-leader/article_9e62d147-8864-5363-ba59-f42c2aa2b93c.html
1293334827	20250310	202503	2025	2025.1918	CVL	RESIDENTS						CVL			GOV	STATE OFFICIAL						GOV			1	130	130	13	3	-4.4	10	1	10	-10.3125	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260310000000	https://www.govtech.com/security/connecticut-dmv-warns-of-traffic-ticket-texting-scam
1293334828	20250310	202503	2025	2025.1918	GOV	MINIST						GOV													1	010	010	01	1	0.0	10	1	10	-0.61199510403916	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20260310000000	https://dailypioneer.com/news/ai-plane-crash-probe-report-will-be-out-very-soon-govt
1293334829	20250310	202503	2025	2025.1918	GOV	MINIST						GOV													1	090	090	09	2	-2.0	10	1	10	-0.61199510403916	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20260310000000	https://dailypioneer.com/news/ai-plane-crash-probe-report-will-be-out-very-soon-govt
1293334830	20250310	202503	2025	2025.1918	JUD	JUDGE						JUD			LEG	SENATE						LEG			1	172	172	17	4	-5.0	32	4	32	-4.48	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20260310000000	https://www.dailylocal.com/2026/03/09/prosecutors-disqualified/
1293334831	20250310	202503	2025	2025.1918	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	172	172	17	4	-5.0	4	4	4	-4.48	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20260310000000	https://www.dailylocal.com/2026/03/09/prosecutors-disqualified/
1293334832	20250310	202503	2025	2025.1918	LEG	LAWMAKER						LEG													1	190	190	19	4	-10.0	6	1	6	0.94117647058824	3	Palm Beach County, Florida, United States	US	USFL	FL099	26.6503	-80.4498	295761	0								3	Palm Beach County, Florida, United States	US	USFL		26.6503	-80.4498	295761	20260310000000	https://www.wflx.com/2026/03/09/grieving-mother-calls-rail-safety-changes-after-son-fatally-struck-by-brightline-train-west-palm-beach/
1293334833	20250310	202503	2025	2025.1918	USA	CONNECTICUT	USA								EDU	SCHOOL						EDU			0	020	020	02	1	3.0	10	1	10	-6.72514619883041	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260310000000	https://westchester.news12.com/ice-agents-could-be-banned-from-ct-playgrounds-and-hospitals-under-new
