1292440220	20250305	202503	2025	2025.1781	AUS	PERTH	AUS																		0	010	010	01	1	0.0	20	2	20	3.14465408805032	4	Avon River, Nova Scotia, Canada	CA	CA07	12628	45	-64.1333	-560460	0								4	Avon River, Nova Scotia, Canada	CA	CA07	12628	45	-64.1333	-560460	20260305000000	https://www.parisstaronline.com:443/news/local-news/provocation-ideas-festival-set-to-make-a-return-this-month
1292440221	20250305	202503	2025	2025.1781	AUS	AUSTRALIAN	AUS								CAN	OTTAWA	CAN								0	057	057	05	1	8.0	8	1	8	1.76991150442477	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20260305000000	https://www.bnnbloomberg.ca/business/2026/03/04/carney-meeting-with-australian-prime-minister-anthony-albanese/
1292440222	20250305	202503	2025	2025.1781	AUS	AUSTRALIAN	AUS								CAN	OTTAWA	CAN								0	057	057	05	1	8.0	2	1	2	1.76991150442477	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260305000000	https://www.bnnbloomberg.ca/business/2026/03/04/carney-meeting-with-australian-prime-minister-anthony-albanese/
1292440223	20250305	202503	2025	2025.1781	AUS	AUSTRALIAN	AUS								IRN	IRAN	IRN								0	190	190	19	4	-10.0	2	1	2	-4.01869158878505	1	Australia	AS	AS		-25	135	AS	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260305000000	https://antonyloewenstein.com/disaster-capitalism-surrounds-us-every-day/
1292440224	20250305	202503	2025	2025.1781	AUSGOV	AUSTRALIAN	AUS					GOV			IRNREF	IRANIAN	IRN					REF			0	190	190	19	4	-10.0	3	1	3	-4.01869158878505	1	Australia	AS	AS		-25	135	AS	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260305000000	https://antonyloewenstein.com/disaster-capitalism-surrounds-us-every-day/
1292440225	20250305	202503	2025	2025.1781	BUS	COMPANY						BUS			IRN	IRAN	IRN								0	190	190	19	4	-10.0	1	1	1	-4.01869158878505	1	Australia	AS	AS		-25	135	AS	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260305000000	https://antonyloewenstein.com/disaster-capitalism-surrounds-us-every-day/
1292440226	20250305	202503	2025	2025.1781	BUS	COMPANY						BUS			IRN	IRAN	IRN								0	190	190	19	4	-10.0	1	1	1	-4.01869158878505	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260305000000	https://antonyloewenstein.com/disaster-capitalism-surrounds-us-every-day/
1292440227	20250305	202503	2025	2025.1781	BUS	COMPANY						BUS			IRNREF	IRANIAN	IRN					REF			0	190	190	19	4	-10.0	3	1	3	-4.01869158878505	1	Australia	AS	AS		-25	135	AS	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260305000000	https://antonyloewenstein.com/disaster-capitalism-surrounds-us-every-day/
1292440228	20250305	202503	2025	2025.1781	CAN	OTTAWA	CAN								AUS	AUSTRALIAN	AUS								0	057	057	05	1	8.0	8	1	8	1.76991150442477	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20260305000000	https://www.bnnbloomberg.ca/business/2026/03/04/carney-meeting-with-australian-prime-minister-anthony-albanese/
1292440229	20250305	202503	2025	2025.1781	CAN	OTTAWA	CAN								AUS	AUSTRALIAN	AUS								0	057	057	05	1	8.0	2	1	2	1.76991150442477	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260305000000	https://www.bnnbloomberg.ca/business/2026/03/04/carney-meeting-with-australian-prime-minister-anthony-albanese/
1292440230	20250305	202503	2025	2025.1781	CHN	CHINA	CHN								BUS	COMPANY						BUS			1	0311	031	03	1	5.2	4	1	4	1.26582278481012	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260305000000	https://www.androidheadlines.com/2026/03/xiaomi-to-reportedly-launch-a-new-smartphone-soc-every-year.html
