1296002221	20250325	202503	2025	2025.2329											USAGOV	JOE BIDEN	USA					GOV			0	046	046	04	1	7.0	6	1	6	1.47991543340381	0								1	Belarus	BO	BO		53	28	BO	1	South Korea	KS	KS		37	127.5	KS	20260325120000	https://cyprus-mail.com/2026/03/25/n-koreas-kim-welcomes-fellow-putin-ally-lukashenko-with-fanfare
1296002222	20250325	202503	2025	2025.2329	BRA	BRAZIL	BRA								CHN	CHINA	CHN								1	057	057	05	1	8.0	2	1	2	-2.14876033057851	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20260325120000	https://www.riotimesonline.com/china-brazil-infrastructure-railways-ports-trump/
1296002223	20250325	202503	2025	2025.2329	BRA	BRAZIL	BRA								CHN	CHINA	CHN								1	057	057	05	1	8.0	8	1	8	-2.14876033057851	1	Brazil	BR	BR		-10	-55	BR	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20260325120000	https://www.riotimesonline.com/china-brazil-infrastructure-railways-ports-trump/
1296002224	20250325	202503	2025	2025.2329	CHN	CHINA	CHN								BRA	BRAZIL	BRA								1	057	057	05	1	8.0	2	1	2	-2.14876033057851	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20260325120000	https://www.riotimesonline.com/china-brazil-infrastructure-railways-ports-trump/
1296002225	20250325	202503	2025	2025.2329	CHN	CHINA	CHN								BRA	BRAZIL	BRA								1	057	057	05	1	8.0	8	1	8	-2.14876033057851	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	1	Brazil	BR	BR		-10	-55	BR	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20260325120000	https://www.riotimesonline.com/china-brazil-infrastructure-railways-ports-trump/
1296002226	20250325	202503	2025	2025.2329	CVL	IMMIGRANT						CVL			USACVL	BROOKINGS INSTITUT	USA					CVL			0	084	084	08	2	7.0	5	1	5	-2.11081794195251	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260325120000	https://www.irishecho.com/2026/3/the-closing-door
1296002227	20250325	202503	2025	2025.2329	GOVGOV	GOVERNMENT						GOV	GOV		USA	WASHINGTON	USA								0	042	042	04	1	1.9	8	1	8	0.88691796008869	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260325120000	https://www.winnipegfreepress.com/world/2026/03/25/denmarks-kingmaker-could-decide-who-will-lead-its-next-government-after-inconclusive-election
1296002228	20250325	202503	2025	2025.2329	GOVGOV	GOVERNMENT						GOV	GOV		USA	WASHINGTON	USA								0	042	042	04	1	1.9	2	1	2	0.88691796008869	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20260325120000	https://www.winnipegfreepress.com/world/2026/03/25/denmarks-kingmaker-could-decide-who-will-lead-its-next-government-after-inconclusive-election
1296002229	20250325	202503	2025	2025.2329	LAB	EMPLOYEE						LAB													0	193	193	19	4	-10.0	10	1	10	-2.75310834813499	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20260325120000	https://kffhealthnews.org/news/article/cdc-atlanta-public-health-one-year-later-firings-shooting-morale/
1296002230	20250325	202503	2025	2025.2329	USA	UNITED STATES	USA								BLR	BELARUS	BLR								0	046	046	04	1	7.0	3	1	3	1.47991543340381	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	20260325120000	https://cyprus-mail.com/2026/03/25/n-koreas-kim-welcomes-fellow-putin-ally-lukashenko-with-fanfare
