1294210699	20250314	202503	2025	2025.2027	GOV	PRESIDENT						GOV			IDN	JAKARTA	IDN								0	141	141	14	3	-6.5	10	1	10	-0.57142857142857	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20260314120000	https://en.tempo.co/read/2092626/prabowo-bans-lavish-eid-open-houses-for-officials
1294210700	20250314	202503	2025	2025.2027	IND	JODHPUR	IND								JUD	LAWYER						JUD			0	084	084	08	2	7.0	10	1	10	-2.81030444964871	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	20260314120000	https://www.guampdn.com/news/national/india-frees-ladakh-activist-wangchuk-after-6-months-in-jail/article_706a2e00-882c-5704-8353-1120d1f65a4d.html
1294210701	20250314	202503	2025	2025.2027	IND	JODHPUR	IND								JUD	LAWYER						JUD			0	173	173	17	4	-5.0	10	1	10	-2.81030444964871	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	20260314120000	https://www.guampdn.com/news/national/india-frees-ladakh-activist-wangchuk-after-6-months-in-jail/article_706a2e00-882c-5704-8353-1120d1f65a4d.html
1294210702	20250314	202503	2025	2025.2027	JUD	LAWYER						JUD			IND	JODHPUR	IND								0	0841	084	08	2	7.0	10	1	10	-2.81030444964871	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	20260314120000	https://www.guampdn.com/news/national/india-frees-ladakh-activist-wangchuk-after-6-months-in-jail/article_706a2e00-882c-5704-8353-1120d1f65a4d.html
1294210703	20250314	202503	2025	2025.2027	JUD	LAWYER						JUD			IND	JODHPUR	IND								0	110	110	11	3	-2.0	10	1	10	-2.81030444964871	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	72785	34.5	77.5	-2102224	20260314120000	https://www.guampdn.com/news/national/india-frees-ladakh-activist-wangchuk-after-6-months-in-jail/article_706a2e00-882c-5704-8353-1120d1f65a4d.html
1294210704	20250314	202503	2025	2025.2027	nep	NEPALI			nep																1	141	141	14	3	-6.5	10	1	10	-3.57142857142858	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	0								4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20260314120000	https://www.bbc.co.uk/programmes/p0n6n5sp
1294210705	20260212	202602	2026	2026.1151	CAN	CANADA	CAN																		0	120	120	12	3	-4.0	4	1	4	-2.24913494809688	4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	0								4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	20260314120000	https://www.insidehalton.com/news/halton-real-estate-prices-sales-since-2022-peak/article_366c645f-65cc-5084-94e8-7cd03c0766f2.html
1294210706	20260212	202602	2026	2026.1151	ETH	ADDIS ABABA	ETH								SSD	SOUTH SUDAN	SSD								1	043	043	04	1	2.8	8	1	8	2.63157894736842	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	20260314120000	https://www.radiotamazuj.org/en/news/article/president-kiir-departs-for-south-africa
1294210707	20260212	202602	2026	2026.1151	ETH	ETHIOPIA	ETH								SSD	SOUTH SUDAN	SSD								1	043	043	04	1	2.8	2	1	2	2.63157894736842	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	20260314120000	https://www.radiotamazuj.org/en/news/article/president-kiir-departs-for-south-africa
1294210708	20260212	202602	2026	2026.1151	GBR	UNITED KINGDOM	GBR																		1	012	012	01	1	-0.4	2	1	2	1.54798761609907	5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	0								5	Northumberland, Northumberland, United Kingdom	UK	UKJ6	40125	55.25	-2	-2604404	20260314120000	https://www.chroniclelive.co.uk/news/north-east-news/greggs-profits-affected-weight-loss-33415344
