1294780662	20160320	201603	2016	2016.2192	GOV	PRESIDENT						GOV			BUS	COMPANIES						BUS			0	051	051	05	1	3.4	5	1	5	-2.99625468164794	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20260318000000	https://www.thehindu.com/news/international/perus-prime-minister-resigns-ahead-of-congressional-confirmation-vote/article70755864.ece
1294780663	20250318	202503	2025	2025.2137											AUT	AUSTRIAN	AUT								1	173	173	17	4	-5.0	7	1	7	-5.90062111801242	0								1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20260318000000	https://www.theroot.com/the-chilling-rise-of-the-alpine-divorce-where-men-take-2000095362
1294780664	20250318	202503	2025	2025.2137											EDU	SCHOOL						EDU			0	046	046	04	1	7.0	20	2	20	4.26627684090371	0								4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	20260318000000	https://livenews.co.nz/2026/03/18/kura-toa-gives-students-more-options-in-term-3-2026/
1294780665	20250318	202503	2025	2025.2137											JUD	PROSECUTOR						JUD			0	190	190	19	4	-10.0	3	1	3	-9.21228304405877	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20260318000000	https://www.dailymail.co.uk/tvshowbiz/article-15655511/cashel-barnett-love-island-jailed-year.html
1294780666	20250318	202503	2025	2025.2137											NZL	AOTEAROA	NZL								1	012	012	01	1	-0.4	10	1	10	-4.80349344978166	0								0								0								20260318000000	https://livenews.co.nz/2026/03/18/greenpeace-hold-nitrate-emergency-demonstration-outside-environment-southland-meeting/
1294780667	20250318	202503	2025	2025.2137	COP	POLICE						COP													1	173	173	17	4	-5.0	10	1	10	-8.08080808080808	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20260318000000	https://www.gazetteandherald.co.uk/news/25945492.thames-valley-policeman-based-newbury-guilty-rape/
1294780668	20250318	202503	2025	2025.2137	EDU	SCHOOL						EDU													0	046	046	04	1	7.0	20	2	20	4.26627684090371	4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	0								4	Porirua, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.1333	174.85	-1516396	20260318000000	https://livenews.co.nz/2026/03/18/kura-toa-gives-students-more-options-in-term-3-2026/
1294780669	20250318	202503	2025	2025.2137	GBR	UNITED KINGDOM	GBR								CVL	MIGRANT						CVL			1	020	020	02	1	3.0	2	1	2	-1.16772823779194	5	East Sussex, East Sussex, United Kingdom	UK	UKE2	40117	50.9167	0.333333	-2595283	5	East Sussex, East Sussex, United Kingdom	UK	UKE2	40117	50.9167	0.333333	-2595283	5	East Sussex, East Sussex, United Kingdom	UK	UKE2	40117	50.9167	0.333333	-2595283	20260318000000	https://www.thetimes.com/uk/politics/article/angela-rayner-immigration-rebellion-memoir-tax-earnings-sqts0vgpb
1294780670	20250318	202503	2025	2025.2137	GBR	UNITED KINGDOM	GBR								CVL	MIGRANT						CVL			1	020	020	02	1	3.0	2	1	2	-1.16772823779194	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260318000000	https://www.thetimes.com/uk/politics/article/angela-rayner-immigration-rebellion-memoir-tax-earnings-sqts0vgpb
1294780671	20250318	202503	2025	2025.2137	IRN	IRAN	IRN								IRNGOVMIL	IRAN	IRN					GOV	MIL		1	042	042	04	1	1.9	64	8	64	-3.95437262357414	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780672	20250318	202503	2025	2025.2137	IRN	IRAN	IRN								IRNGOVMIL	IRAN	IRN					GOV	MIL		1	042	042	04	1	1.9	16	8	16	-3.95437262357414	1	Israel	IS	IS		31.5	34.75	IS	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780673	20250318	202503	2025	2025.2137	IRN	IRAN	IRN								LBN	BEIRUT	LBN								1	051	051	05	1	3.4	64	8	64	-3.95437262357414	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780674	20250318	202503	2025	2025.2137	IRN	IRAN	IRN								LBN	BEIRUT	LBN								1	051	051	05	1	3.4	16	8	16	-3.95437262357414	1	Israel	IS	IS		31.5	34.75	IS	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780675	20250318	202503	2025	2025.2137	IRNGOVMIL	IRAN	IRN					GOV	MIL		IRN	IRAN	IRN								1	043	043	04	1	2.8	64	8	64	-3.95437262357414	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780676	20250318	202503	2025	2025.2137	IRNGOVMIL	IRAN	IRN					GOV	MIL		IRN	IRAN	IRN								1	043	043	04	1	2.8	16	8	16	-3.95437262357414	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	1	Israel	IS	IS		31.5	34.75	IS	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780677	20250318	202503	2025	2025.2137	JUD	PROSECUTOR						JUD													0	190	190	19	4	-10.0	3	1	3	-9.21228304405877	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20260318000000	https://www.dailymail.co.uk/tvshowbiz/article-15655511/cashel-barnett-love-island-jailed-year.html
1294780678	20250318	202503	2025	2025.2137	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-9.21228304405877	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20260318000000	https://www.dailymail.co.uk/tvshowbiz/article-15655511/cashel-barnett-love-island-jailed-year.html
1294780679	20250318	202503	2025	2025.2137	JUD	JUDGE						JUD			VEN	VENEZUELA	VEN								0	063	063	06	2	7.4	3	3	3	-5.96491228070175	1	Venezuela	VE	VE		8	-66	VE	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Venezuela	VE	VE		8	-66	VE	20260318000000	https://www.gowatertown.net/syndicated-article/?id=1661734
1294780680	20250318	202503	2025	2025.2137	LVA	LATVIAN	LVA								LVAGOV	LATVIA	LVA					GOV			0	014	014	01	1	0.0	4	1	4	-1.62037037037037	1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	20260318000000	https://www.biometricupdate.com/202603/latvia-faces-digital-id-disruption-as-400000-cards-risk-losing-e-signature-validity
1294780681	20250318	202503	2025	2025.2137	LVAGOV	LATVIAN	LVA					GOV													0	014	014	01	1	0.0	6	1	6	-1.62037037037037	1	Latvia	LG	LG		57	25	LG	0								1	Latvia	LG	LG		57	25	LG	20260318000000	https://www.biometricupdate.com/202603/latvia-faces-digital-id-disruption-as-400000-cards-risk-losing-e-signature-validity
1294780682	20250318	202503	2025	2025.2137	USA	UNITED STATES	USA								JUD	PROSECUTOR						JUD			0	190	190	19	4	-10.0	2	1	2	-9.21228304405877	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20260318000000	https://www.dailymail.co.uk/tvshowbiz/article-15655511/cashel-barnett-love-island-jailed-year.html
1294780683	20260216	202602	2026	2026.1260	ISR	ISRAEL	ISR								IRN	IRAN	IRN								1	190	190	19	4	-10.0	4	1	4	-0.83798882681565	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20260318000000	https://www.yahoo.com/news/articles/three-time-trump-voter-goes-215427546.html
1294780684	20260216	202602	2026	2026.1260	ISR	ISRAEL	ISR								IRN	IRAN	IRN								0	194	194	19	4	-10.0	16	8	16	-3.95437262357414	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780685	20260216	202602	2026	2026.1260	ISR	ISRAEL	ISR								IRN	IRAN	IRN								0	194	194	19	4	-10.0	48	8	48	-3.95437262357414	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Israel	IS	IS		31.5	34.75	IS	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
1294780686	20260216	202602	2026	2026.1260	ISR	ISRAEL	ISR								IRN	IRAN	IRN								0	194	194	19	4	-10.0	16	8	16	-3.95437262357414	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260318000000	https://www.gazetteandherald.co.uk/news/national/25945459.iran-keeps-attacking-neighbours-confirms-israel-killed-two-top-officials/
