1293153862	20250309	202503	2025	2025.1890											LEG	SENATOR						LEG			0	051	051	05	1	3.4	3	1	3	-2.37892948173322	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260309000000	https://legalinsurrection.com/2026/03/trump-draws-line-no-bills-signed-until-save-act-passes/
1293153863	20250309	202503	2025	2025.1890											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	5	4	5	-2.78962874222217	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20260309000000	https://mymotherlode.com/news/national/10608903/ntsb-member-says-he-was-fired-without-explanation-by-the-trump-administration.html
1293153864	20250309	202503	2025	2025.1890	CHN	BEIJING	CHN								USA	WASHINGTON	USA								1	020	020	02	1	3.0	3	1	3	-1.15911485774499	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309000000	https://www.aol.com/articles/trumps-china-visit-likely-wont-230437497.html
1293153865	20250309	202503	2025	2025.1890	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-1.15911485774499	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309000000	https://www.aol.com/articles/trumps-china-visit-likely-wont-230437497.html
1293153866	20250309	202503	2025	2025.1890	CHN	BEIJING	CHN								USA	WASHINGTON	USA								1	020	020	02	1	3.0	4	1	4	-1.15911485774499	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260309000000	https://www.aol.com/articles/trumps-china-visit-likely-wont-230437497.html
1293153867	20250309	202503	2025	2025.1890	GOV	ADMINISTRATION						GOV			MIL	ARMY						MIL			1	195	195	19	4	-10.0	16	4	16	-2.72117159517377	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260309000000	https://www.kare11.com/article/news/nation-world/ntsb-todd-inman-says-he-was-fired-without-explanation/507-6a55efb5-5694-4221-8349-2d3917aba1d1
1293153868	20250309	202503	2025	2025.1890	GOV	ADMINISTRATION						GOV			MIL	ARMY						MIL			1	195	195	19	4	-10.0	24	4	24	-2.72117159517377	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20260309000000	https://www.kare11.com/article/news/nation-world/ntsb-todd-inman-says-he-was-fired-without-explanation/507-6a55efb5-5694-4221-8349-2d3917aba1d1
1293153869	20250309	202503	2025	2025.1890	LEG	SENATOR						LEG			USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-2.37892948173322	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260309000000	https://legalinsurrection.com/2026/03/trump-draws-line-no-bills-signed-until-save-act-passes/
1293153870	20250309	202503	2025	2025.1890	USALEG	UNITED STATES	USA					LEG			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	-2.37892948173322	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260309000000	https://legalinsurrection.com/2026/03/trump-draws-line-no-bills-signed-until-save-act-passes/
1293153871	20260207	202602	2026	2026.1014	CHN	CHINA	CHN								USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	3	1	3	-1.15911485774499	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309000000	https://www.aol.com/articles/trumps-china-visit-likely-wont-230437497.html
1293153872	20260207	202602	2026	2026.1014	CHN	CHINA	CHN								USAMED	REUTERS	USA					MED			0	013	013	01	1	0.4	2	1	2	-1.15911485774499	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309000000	https://www.aol.com/articles/trumps-china-visit-likely-wont-230437497.html
