1292218163	20160306	201603	2016	2016.1808											GOVEDU	EDUCATION MINIST						GOV	EDU		1	043	043	04	1	2.8	10	1	10	-1.29870129870129	0								0								0								20260304000000	https://www.brisbanetimes.com.au/national/western-australia/wa-news-live-1-in-every-5-wa-students-missing-a-day-of-school-a-week-report-20260304-p5o7bq.html
1292218164	20160306	201603	2016	2016.1808	GOVEDU	EDUCATION MINIST						GOV	EDU												1	042	042	04	1	1.9	10	1	10	-1.29870129870129	0								0								0								20260304000000	https://www.brisbanetimes.com.au/national/western-australia/wa-news-live-1-in-every-5-wa-students-missing-a-day-of-school-a-week-report-20260304-p5o7bq.html
1292218165	20250304	202503	2025	2025.1753	GOV	GOVERNOR						GOV			PTY	PARTY LEADER									1	100	100	10	3	-5.0	8	1	8	5.70613409415121	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	20260304000000	https://dailytrust.com/apc-congress-ogun-lagos-retain-chairmen-ondo-oyo-elect-babatunde-adeyemo/
1292218166	20250304	202503	2025	2025.1753	ISR	ISRAEL	ISR								MED	MEDIA						MED			0	120	120	12	3	-4.0	8	1	8	-4.70679012345679	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260304000000	https://mondoweiss.net/2026/03/rubio-confirms-the-heresy-the-u-s-went-to-war-in-iran-because-of-israel/
1292218167	20250304	202503	2025	2025.1753	JUD	SUPREME COURT						JUD													0	160	160	16	4	-4.0	10	1	10	-12.8301886792452	4	Rio Gallegos, Santa Cruz, Argentina	AR	AR20	4818	-51.6226	-69.2181	-1010731	0								4	Rio Gallegos, Santa Cruz, Argentina	AR	AR20	4818	-51.6226	-69.2181	-1010731	20260304000000	https://www.hometownregister.com/news/national/2017-implosion-of-argentine-submarine-was-foreseeable-trial-hears/article_2a12fdef-2d55-53a4-b204-eb6f06a67796.html
1292218168	20250304	202503	2025	2025.1753	NGAGOV	NIGERIA	NGA					GOV			PTY	PARTY LEADER									1	100	100	10	3	-5.0	2	1	2	5.70613409415121	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	5	Ondo State, Ondo, Nigeria	NI	NI48	22976	7.16667	5.08333	-2023650	20260304000000	https://dailytrust.com/apc-congress-ogun-lagos-retain-chairmen-ondo-oyo-elect-babatunde-adeyemo/
1292218169	20250304	202503	2025	2025.1753	USA	CONNECTICUT	USA																		0	100	100	10	3	-5.0	8	1	8	-1.94029850746268	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260304000000	https://ctmirror.org/2026/03/03/ct-homeschool-dcf-education-department-bill/
1292218170	20250304	202503	2025	2025.1753	USA	UNITED STATES	USA								GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU		0	013	013	01	1	0.4	2	1	2	-0.67114093959731	3	East Hartford, Connecticut, United States	US	USCT	CT003	41.7823	-72.612	206819	3	East Hartford, Connecticut, United States	US	USCT		41.7823	-72.612	206819	3	East Hartford, Connecticut, United States	US	USCT		41.7823	-72.612	206819	20260304000000	https://ctmirror.org/2026/03/03/lamont-vetoes-speedy-earmarks-my-objection-is-to-the-process/
1292218171	20250304	202503	2025	2025.1753	USA	UNITED STATES	USA								GOVEDU	DEPARTMENT OF EDUCATION						GOV	EDU		0	060	060	06	2	6.0	2	1	2	-0.67114093959731	3	East Hartford, Connecticut, United States	US	USCT	CT003	41.7823	-72.612	206819	3	East Hartford, Connecticut, United States	US	USCT		41.7823	-72.612	206819	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260304000000	https://ctmirror.org/2026/03/03/lamont-vetoes-speedy-earmarks-my-objection-is-to-the-process/
1292218172	20260202	202602	2026	2026.0877											LEG	LAWMAKER						LEG			1	040	040	04	1	1.0	10	1	10	-1.52284263959391	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260304000000	https://www.wuky.org/wuky-news/2026-03-03/capilouto-warns-of-uk-funding-cuts-in-current-version-of-state-budget
1292218173	20260202	202602	2026	2026.0877	BUS	BUSINESS						BUS													1	015	015	01	1	0.0	6	1	6	-6.22641509433962	3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	0								3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	20260304000000	https://www.wdrb.com/news/tracy-davenports-victim-who-lost-50-000-says-hes-glad-she-didnt-get-away-with/article_18b8976d-a68e-4dda-864c-9eba83f99f4b.html
1292218174	20260202	202602	2026	2026.0877	BUS	BUSINESS						BUS													1	173	173	17	4	-5.0	6	1	6	-6.22641509433962	3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	0								3	Louisville, Kentucky, United States	US	USKY	KY111	38.2542	-85.7594	509453	20260304000000	https://www.wdrb.com/news/tracy-davenports-victim-who-lost-50-000-says-hes-glad-she-didnt-get-away-with/article_18b8976d-a68e-4dda-864c-9eba83f99f4b.html
1292218175	20260202	202602	2026	2026.0877	CVL	VOTER						CVL			EDU	SCHOOL						EDU			1	051	051	05	1	3.4	10	1	10	-1.1090573012939	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20260304000000	https://alaskapublic.org/news/anchorage/2026-03-03/anchorage-voters-to-decide-on-2-school-related-items-on-april-ballot
