1296470507	20160330	201603	2016	2016.2466	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	020	020	02	1	3.0	2	2	2	0.134476413424155	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260328000000	https://www.communitypress.ca:443/opinion/community-editorial-board-canada-rigged-economy-corporations
1296470508	20160330	201603	2016	2016.2466	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	020	020	02	1	3.0	8	2	8	0.134476413424155	1	United States	US	US		39.828175	-98.5795	US	1	Mexico	MX	MX		23	-102	MX	1	United States	US	US		39.828175	-98.5795	US	20260328000000	https://www.communitypress.ca:443/opinion/community-editorial-board-canada-rigged-economy-corporations
1296470509	20250328	202503	2025	2025.2411	LAB	WORKER						LAB			GOV	PRINCE						GOV			1	040	040	04	1	1.0	20	2	20	-4.69077695946935	0								0								0								20260328000000	https://interior-news.com/2026/03/27/poor-communication-operator-distraction-caused-prince-rupert-carnival-death-report/
1296470510	20250328	202503	2025	2025.2411	MIL	NAVAL						MIL			IRN	IRAN	IRN								0	138	138	13	3	-7.0	4	1	4	-4.04255319148936	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	20260328000000	https://www.bostonglobe.com/2026/03/27/nation/us-uses-hundreds-tomahawk-missiles-iran-alarming-some-pentagon/
1296470511	20250328	202503	2025	2025.2411	MIL	NAVAL						MIL			IRN	IRAN	IRN								0	138	138	13	3	-7.0	1	1	1	-4.04255319148936	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20260328000000	https://www.bostonglobe.com/2026/03/27/nation/us-uses-hundreds-tomahawk-missiles-iran-alarming-some-pentagon/
1296470512	20250328	202503	2025	2025.2411	MIL	NAVAL						MIL			NGA	NIGERIA	NGA								0	138	138	13	3	-7.0	4	1	4	-4.04255319148936	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Nigeria	NI	NI		10	8	NI	4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	20260328000000	https://www.bostonglobe.com/2026/03/27/nation/us-uses-hundreds-tomahawk-missiles-iran-alarming-some-pentagon/
1296470513	20250328	202503	2025	2025.2411	MIL	NAVAL						MIL			NGA	NIGERIA	NGA								0	138	138	13	3	-7.0	1	1	1	-4.04255319148936	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20260328000000	https://www.bostonglobe.com/2026/03/27/nation/us-uses-hundreds-tomahawk-missiles-iran-alarming-some-pentagon/
1296470514	20250328	202503	2025	2025.2411	MIL	NAVAL						MIL			YEM	YEMEN	YEM								0	138	138	13	3	-7.0	1	1	1	-4.04255319148936	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	20260328000000	https://www.bostonglobe.com/2026/03/27/nation/us-uses-hundreds-tomahawk-missiles-iran-alarming-some-pentagon/
1296470515	20250328	202503	2025	2025.2411	MIL	NAVAL						MIL			YEM	YEMEN	YEM								0	138	138	13	3	-7.0	1	1	1	-4.04255319148936	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20260328000000	https://www.bostonglobe.com/2026/03/27/nation/us-uses-hundreds-tomahawk-missiles-iran-alarming-some-pentagon/
1296470516	20250328	202503	2025	2025.2411	MIL	NAVAL						MIL			YEM	YEMEN	YEM								0	138	138	13	3	-7.0	3	1	3	-4.04255319148936	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Yemen	YM	YM		15.5	47.5	YM	4	Minab, Sistan va Baluchestan, Iran	IR	IR04	41051	25.7893	61.1025	293743	20260328000000	https://www.bostonglobe.com/2026/03/27/nation/us-uses-hundreds-tomahawk-missiles-iran-alarming-some-pentagon/
