1293620981	20160313	201603	2016	2016.2000											COP	POLICE						COP			1	071	071	07	2	7.4	1	1	1	-1.23796423658872	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20260311120000	https://www.thecrimson.com/article/2026/3/11/cambridge-police-fy27-budget/
1293620982	20160313	201603	2016	2016.2000	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	071	071	07	2	7.4	4	1	4	-1.23796423658872	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20260311120000	https://www.thecrimson.com/article/2026/3/11/cambridge-police-fy27-budget/
1293620983	20250311	202503	2025	2025.1945											COP	POLICE						COP			1	071	071	07	2	7.4	10	1	10	-1.23796423658872	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20260311120000	https://www.thecrimson.com/article/2026/3/11/cambridge-police-fy27-budget/
1293620984	20250311	202503	2025	2025.1945											GBR	LONDON	GBR								1	041	041	04	1	1.0	7	1	7	1.62866449511401	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260311120000	https://www.propertywire.com/news/prime-london-agency-reports-ai-system-handling-11000-calls/
1293620985	20250311	202503	2025	2025.1945	GBR	LONDON	GBR																		1	041	041	04	1	1.0	7	1	7	1.62866449511401	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260311120000	https://www.propertywire.com/news/prime-london-agency-reports-ai-system-handling-11000-calls/
1293620986	20250311	202503	2025	2025.1945	MIL	ADMIRAL						MIL													0	010	010	01	1	0.0	2	1	2	-2.4199843871975	4	Rosemarkie, Highland, United Kingdom	UK	UKV3	40172	57.6	-4.11667	-2606502	0								4	Dunblane, Stirling, United Kingdom	UK	UKW6	40177	56.2	-3.96667	-2594842	20260311120000	https://www.heraldscotland.com/opinion/25925399.will-not-forgotten-starmer-must-get-tougher-trump/
1293620987	20250311	202503	2025	2025.1945	MIL	ADMIRAL						MIL													0	010	010	01	1	0.0	2	1	2	-2.4199843871975	4	Rosemarkie, Highland, United Kingdom	UK	UKV3	40172	57.6	-4.11667	-2606502	0								4	Rosemarkie, Highland, United Kingdom	UK	UKV3	40172	57.6	-4.11667	-2606502	20260311120000	https://www.heraldscotland.com/opinion/25925399.will-not-forgotten-starmer-must-get-tougher-trump/
1293620988	20260209	202602	2026	2026.1068											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	3	1	3	4.2042042042042	0								4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	20260311120000	https://www.thetimes.com/world/australasia/article/meghan-duchess-sussex-sydney-retreat-jcxzzhlpt
1293620989	20260209	202602	2026	2026.1068											BUS	BUSINESS						BUS			1	010	010	01	1	0.0	1	1	1	1.20481927710844	0								4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	20260311120000	https://www.thenassauguardian.com/business/depp-awaiting-report-from-spacex-on-feb-rocket-booster-landing/article_8b10830d-4b36-4088-b589-0eacd6904538.html
1293620990	20260209	202602	2026	2026.1068											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	1	1	1	1.20481927710844	0								5	South Eleuthera, South Eleuthera, Bahamas, The	BF	BF52	5747	24.8008	-76.1831	11057070	5	South Eleuthera, South Eleuthera, Bahamas, The	BF	BF52	5747	24.8008	-76.1831	11057070	20260311120000	https://www.thenassauguardian.com/business/depp-awaiting-report-from-spacex-on-feb-rocket-booster-landing/article_8b10830d-4b36-4088-b589-0eacd6904538.html
1293620991	20260209	202602	2026	2026.1068											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	6	1	6	0	0								4	Bedford, Borough of Bedford, United Kingdom	UK	UKZ5	40124	52.1333	-0.45	-2589545	4	Bedford, Borough of Bedford, United Kingdom	UK	UKZ5	40124	52.1333	-0.45	-2589545	20260311120000	https://www.bbc.com/news/articles/cx2lk5rr0dlo
1293620992	20260209	202602	2026	2026.1068											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	0	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Bedford, Borough of Bedford, United Kingdom	UK	UKZ5	40124	52.1333	-0.45	-2589545	20260311120000	https://www.bbc.com/news/articles/cx2lk5rr0dlo
1293620993	20260209	202602	2026	2026.1068											USAJUD	LOS ANGELES	USA					JUD			0	112	112	11	3	-2.0	10	1	10	-5.36912751677853	0								0								0								20260311120000	https://www.ibtimes.co.uk/ice-agents-caught-wearing-meta-ai-smart-glasses-record-monitor-communities-during-immigration-1784703
1293620994	20260209	202602	2026	2026.1068	AUS	AUSTRALIA	AUS																		0	043	043	04	1	2.8	3	1	3	4.2042042042042	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	0								4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	20260311120000	https://www.thetimes.com/world/australasia/article/meghan-duchess-sussex-sydney-retreat-jcxzzhlpt
1293620995	20260209	202602	2026	2026.1068	AUS	AUSTRALIA	AUS								BUS	BUSINESS						BUS			0	043	043	04	1	2.8	3	1	3	4.2042042042042	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	4	Dubbo, New South Wales, Australia	AS	AS02	5096	-32.243	148.605	-1570695	20260311120000	https://www.thetimes.com/world/australasia/article/meghan-duchess-sussex-sydney-retreat-jcxzzhlpt
1293620996	20260209	202602	2026	2026.1068	AZE	AZERBAIJAN	AZE								GOV	GOVERNMENT						GOV			0	057	057	05	1	8.0	1	1	1	3.48258706467661	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20260311120000	http://today.az/news/business/266332.html
1293620997	20260209	202602	2026	2026.1068	AZE	AZERBAIJAN	AZE								GOV	GOVERNMENT						GOV			0	057	057	05	1	8.0	2	1	2	3.48258706467661	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260311120000	http://today.az/news/business/266332.html
1293620998	20260209	202602	2026	2026.1068	AZE	AZERBAIJAN	AZE								GOV	GOVERNMENT						GOV			0	057	057	05	1	8.0	2	1	2	3.48258706467661	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260311120000	http://today.az/news/business/266332.html
1293620999	20260209	202602	2026	2026.1068	AZE	AZERBAIJAN	AZE								GOV	GOVERNMENT						GOV			0	057	057	05	1	8.0	5	1	5	3.48258706467661	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20260311120000	http://today.az/news/business/266332.html
1293621000	20260209	202602	2026	2026.1068	BHS	BAHAMA	BHS								BUS	BUSINESS						BUS			1	013	013	01	1	0.4	4	1	4	1.20481927710844	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	20260311120000	https://www.thenassauguardian.com/business/depp-awaiting-report-from-spacex-on-feb-rocket-booster-landing/article_8b10830d-4b36-4088-b589-0eacd6904538.html
1293621001	20260209	202602	2026	2026.1068	BHS	BAHAMA	BHS								BUS	COMPANY						BUS			1	043	043	04	1	2.8	6	1	6	1.20481927710844	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	20260311120000	https://www.thenassauguardian.com/business/depp-awaiting-report-from-spacex-on-feb-rocket-booster-landing/article_8b10830d-4b36-4088-b589-0eacd6904538.html
1293621002	20260209	202602	2026	2026.1068	BUS	BUSINESS						BUS													1	043	043	04	1	2.8	1	1	1	1.20481927710844	4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	0								4	Exuma Sound, Cat Island, Bahamas, The	BF	BF06	5747	24.25	-76	-1543229	20260311120000	https://www.thenassauguardian.com/business/depp-awaiting-report-from-spacex-on-feb-rocket-booster-landing/article_8b10830d-4b36-4088-b589-0eacd6904538.html
