1295077849	20250319	202503	2025	2025.2164											GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	5	1	5	-5.80808080808081	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260319120000	https://www.kyivpost.com/post/72218
1295077850	20250319	202503	2025	2025.2164	GOV	PRESIDENT						GOV													0	042	042	04	1	1.9	5	1	5	-5.80808080808081	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260319120000	https://www.kyivpost.com/post/72218
1295077851	20250319	202503	2025	2025.2164	USA	WASHINGTON	USA								GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	2	1	2	-3.85338345864661	1	Iran	IR	IR		32	53	IR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260319120000	https://ktar.com/national-news/iran-war-underscores-risks-of-trumps-relentless-focus-on-oil/5837669/
1295077852	20250319	202503	2025	2025.2164	USA	WASHINGTON	USA								GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	3	1	3	-3.85338345864661	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260319120000	https://ktar.com/national-news/iran-war-underscores-risks-of-trumps-relentless-focus-on-oil/5837669/
1295077853	20250319	202503	2025	2025.2164	USA	UNITED STATES	USA								IGOUNO	UNITED NATIONS		UNO				IGO			0	013	013	01	1	0.4	4	1	4	-3.85338345864661	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260319120000	https://ktar.com/national-news/iran-war-underscores-risks-of-trumps-relentless-focus-on-oil/5837669/
1295077854	20260217	202602	2026	2026.1288	IRL	LIMERICK	IRL								HLH	NURSE						HLH			1	190	190	19	4	-10.0	10	1	10	-6.58914728682171	0								0								0								20260319120000	https://www.thejournal.ie/gardai-make-arrest-in-death-of-aine-oreilly-6989181-Mar2026/
1295077855	20260312	202603	2026	2026.1973	USA	UNITED STATES	USA																		0	016	016	01	1	-2.0	1	1	1	-0.80213903743316	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20260319120000	https://www.staradvertiser.com/2026/03/19/hawaii-news/spreadsheet-error-inflated-benefits-of-lng-by-up-to-1-2-billion-expert-says/
1295077856	20260312	202603	2026	2026.1973	USA	UNITED STATES	USA																		0	016	016	01	1	-2.0	1	1	1	-0.80213903743316	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20260319120000	https://www.staradvertiser.com/2026/03/19/hawaii-news/spreadsheet-error-inflated-benefits-of-lng-by-up-to-1-2-billion-expert-says/
1295077857	20260318	202603	2026	2026.2137	ISR	ISRAEL	ISR								MED	MEDIA						MED			1	010	010	01	1	0.0	3	1	3	-6.73000791765637	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260319120000	https://themedialine.org/top-stories/why-were-we-dragged-into-this-frustration-grows-among-lebanons-shiites/
1295077858	20260319	202603	2026	2026.2164											AFRCOP	AFRICA	AFR					COP			0	1121	112	11	3	-2.0	2	1	2	-2.66222961730449	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20260319120000	https://www.bizcommunity.com/article/black-market-beauty-unlicensed-injectors-in-south-africa-aesthetic-industry-066565a
1295077859	20260319	202603	2026	2026.2164											BUS	EMPLOYER						BUS			0	020	020	02	1	3.0	10	1	10	2.42214532871973	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260319120000	https://www.cicnews.com/2026/03/opinion-5-tips-that-helped-me-land-my-first-job-in-canada-as-a-newcomer-0373114.html
1295077860	20260319	202603	2026	2026.2164											BUS	COMPANY						BUS			0	033	033	03	1	5.2	3	1	3	1.35306553911205	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20260319120000	https://www.finanznachrichten.de/nachrichten-2026-03/67986276-algo-grande-copper-corp-algo-grande-launches-advanced-geophysical-and-geochemical-programs-ahead-of-phase-ii-drilling-in-q2-2026-200.htm
1295077861	20260319	202603	2026	2026.2164											BUS	INVESTOR						BUS			1	036	036	03	1	4.0	2	1	2	-2.71084337349398	0								1	India	IN	IN		20	77	IN	1	Iran	IR	IR		32	53	IR	20260319120000	https://www.businesstoday.in/markets/ipo-corner/story/iran-war-d-st-selloff-hit-ipo-frenzy-half-of-2026-issues-fail-to-get-full-retail-subscription-521429-2026-03-19
1295077862	20260319	202603	2026	2026.2164											BUS	COMPANY						BUS			1	051	051	05	1	3.4	10	1	10	4.43548387096774	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20260319120000	https://www.proactiveinvestors.co.uk/companies/news/1089144/sancus-lending-shares-more-than-double-after-lender-posts-return-to-profit-1089144.html
1295077863	20260319	202603	2026	2026.2164											BUSMED	COMPANY						BUS	MED		0	043	043	04	1	2.8	3	1	3	0.27434842249657	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260319120000	https://www.the-star.co.ke/news/2026-03-19-wired-headphone-sales-are-exploding-whats-with-the-bluetooth-backlash
1295077864	20260319	202603	2026	2026.2164											CHN	CHINESE	CHN								1	190	190	19	4	-10.0	8	1	8	-1.04712041884817	0								4	Li Xing, Guangdong, China	CH	CH30	13043	24.3372	112.156	11102848	4	Li Xing, Guangdong, China	CH	CH30	13043	24.3372	112.156	11102848	20260319120000	http://eng.chinamil.com.cn/2025xb/H_251454/L_251456/16449927.html
1295077865	20260319	202603	2026	2026.2164											CHR	CHRISTIAN				CHR					0	043	043	04	1	2.8	5	1	5	2.93333333333333	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260319120000	https://www.christiantoday.com/news/britains-culture-of-giving-is-becoming-more-fragile-as-donations-fall
1295077866	20260319	202603	2026	2026.2164											CHR	CHRISTIAN				CHR					1	080	080	08	2	5.0	5	1	5	-0.42735042735043	0								4	British Isles, United Kingdom (general), United Kingdom	UK	UK00	154724	54	-4	-2590926	4	British Isles, United Kingdom (general), United Kingdom	UK	UK00	154724	54	-4	-2590926	20260319120000	https://www.christiantoday.com/news/king-charles-called-upon-to-defend-christian-heritage
1295077867	20260319	202603	2026	2026.2164											CHRCTH	CATHOLIC				CHR	CTH				1	042	042	04	1	1.9	10	1	10	5.6	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20260319120000	https://www.wbrz.com/news/st-joseph-s-day-altar-returns-to-st-aloysius-catholic-church
1295077868	20260319	202603	2026	2026.2164											COP	POLICE						COP			0	020	020	02	1	3.0	4	1	4	-5.88662790697675	0								3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	3	Clackamas County, Oregon, United States	US	USOR		45.2496	-122.168	1155127	20260319120000	https://www.yahoo.com/news/articles/oregon-woman-texted-think-dude-001549866.html
1295077869	20260319	202603	2026	2026.2164											COP	POLICE						COP			1	020	020	02	1	3.0	6	1	6	-6.08695652173913	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20260319120000	https://local21news.com/news/local/ephrata-walmart-employee-hid-stolen-merchandise-in-purse-9-times-police
1295077870	20260319	202603	2026	2026.2164											COP	POLICE						COP			0	020	020	02	1	3.0	6	1	6	-5.88662790697675	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260319120000	https://www.yahoo.com/news/articles/oregon-woman-texted-think-dude-001549866.html
1295077871	20260319	202603	2026	2026.2164											COP	POLICE						COP			0	030	030	03	1	4.0	6	1	6	-5.88662790697675	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260319120000	https://www.yahoo.com/news/articles/oregon-woman-texted-think-dude-001549866.html
1295077872	20260319	202603	2026	2026.2164											COP	POLICE						COP			1	042	042	04	1	1.9	7	1	7	-6.08695652173913	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20260319120000	https://local21news.com/news/local/ephrata-walmart-employee-hid-stolen-merchandise-in-purse-9-times-police
1295077873	20260319	202603	2026	2026.2164											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-8.54700854700855	0								4	Luqa, Luqa, Malta	MT	MT30	19445	35.8589	14.4886	-18813	4	Luqa, Luqa, Malta	MT	MT30	19445	35.8589	14.4886	-18813	20260319120000	https://www.independent.com.mt/articles/2026-03-19/local-news/Woman-grievously-injured-in-crash-6736288137
1295077874	20260319	202603	2026	2026.2164											COP	POLICE						COP			0	050	050	05	1	3.5	2	1	2	-3.85338345864661	0								1	Russia	RS	RS		60	100	RS	1	China	CH	CH		35	105	CH	20260319120000	https://ktar.com/national-news/iran-war-underscores-risks-of-trumps-relentless-focus-on-oil/5837669/
1295077875	20260319	202603	2026	2026.2164											COP	POLICE						COP			0	050	050	05	1	3.5	8	1	8	-3.85338345864661	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20260319120000	https://ktar.com/national-news/iran-war-underscores-risks-of-trumps-relentless-focus-on-oil/5837669/
1295077876	20260319	202603	2026	2026.2164											COP	POLICE						COP			1	090	090	09	2	-2.0	6	1	6	-6.08695652173913	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20260319120000	https://local21news.com/news/local/ephrata-walmart-employee-hid-stolen-merchandise-in-purse-9-times-police
1295077877	20260319	202603	2026	2026.2164											COP	POLICE						COP			1	100	100	10	3	-5.0	5	1	5	-5.97014925373134	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20260319120000	https://www.wcvb.com/article/ma-nh-notice-of-hearing-scam/70790118
1295077878	20260319	202603	2026	2026.2164											COP	POLICE OFFICER						COP			0	190	190	19	4	-10.0	4	1	4	-8.76979293544458	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260319120000	https://theintercept.com/2026/03/17/ice-protester-terrorism-convictions-trump-prairieland/
1295077879	20260319	202603	2026	2026.2164											CVL	TRAVELER						CVL			1	043	043	04	1	2.8	2	1	2	-3.44827586206896	0								4	Murree, Punjab, Pakistan	PK	PK04	23674	33.9073	73.3929	-2769851	4	Murree, Punjab, Pakistan	PK	PK04	23674	33.9073	73.3929	-2769851	20260319120000	https://en.dailypakistan.com.pk/19-Mar-2026/weather-advisory-for-travelers-heading-to-murree-northern-areas-on-eid-ul-fitr-2026
1295077880	20260319	202603	2026	2026.2164											CVL	TRAVELLER						CVL			0	154	154	15	4	-7.2	10	1	10	4.82954545454545	0								0								0								20260319120000	https://www.businesstoday.in/technology/story/tcs-partners-with-amadeus-to-build-airline-retailing-platform-deepen-ai-led-travel-tech-push-521428-2026-03-19
1295077881	20260319	202603	2026	2026.2164											EDU	PROFESSOR						EDU			0	013	013	01	1	0.4	3	1	3	2.28136882129277	0								4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20260319120000	https://en.dailypakistan.com.pk/19-Mar-2026/lums-secures-major-gates-foundation-grant-to-launch-pakistans-first-national-ai-hub
1295077882	20260319	202603	2026	2026.2164											EDU	SCHOOL						EDU			0	014	014	01	1	0.0	10	1	10	-3.52941176470588	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260319120000	https://ckxsfm.com/father-urges-action-following-threats-of-violence-at-blenheim-school/
1295077883	20260319	202603	2026	2026.2164											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	10	1	10	-3.52941176470588	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260319120000	https://ckxsfm.com/father-urges-action-following-threats-of-violence-at-blenheim-school/
1295077884	20260319	202603	2026	2026.2164											EDU	SCHOOL						EDU			1	030	030	03	1	4.0	5	1	5	-3.51201478743068	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20260319120000	https://www.wesa.fm/education/2026-03-19/future-student-civil-rights-enforcement-pennsylvania
1295077885	20260319	202603	2026	2026.2164											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	10	1	10	-3.52941176470588	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260319120000	https://ckxsfm.com/father-urges-action-following-threats-of-violence-at-blenheim-school/
1295077886	20260319	202603	2026	2026.2164											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	10	1	10	6.98924731182796	0								4	Nsukka, Enugu, Nigeria	NI	NI47	22770	6.8561	7.3927	-2021134	4	Nsukka, Enugu, Nigeria	NI	NI47	22770	6.8561	7.3927	-2021134	20260319120000	https://dailypost.ng/2026/03/19/maduka-university-enugu-celebrates-igbo-cultural-day/
1295077887	20260319	202603	2026	2026.2164											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	-1.7167381974249	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20260319120000	https://www.wired.com/story/how-ai-chatbots-drove-families-to-the-brink-and-the-lawyer-fighting-back/
1295077888	20260319	202603	2026	2026.2164											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	10	1	10	-3.88198757763975	0								4	Middlesex, United Kingdom (general), United Kingdom	UK	UK00	40110	51.5	-0.416667	-2603031	4	Middlesex, United Kingdom (general), United Kingdom	UK	UK00	40110	51.5	-0.416667	-2603031	20260319120000	https://www.huffingtonpost.co.uk/entry/toddler-nursery-sickness-study_uk_69bbc6dce4b0411b809f9e83
1295077889	20260319	202603	2026	2026.2164											EDU	STUDENT						EDU			0	043	043	04	1	2.8	5	1	5	-4.68085106382978	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260319120000	https://www.mirror.co.uk/tv/tv-news/mornings-dr-zoe-address-concern-36892392
1295077890	20260319	202603	2026	2026.2164											EDU	SCHOOL						EDU			1	046	046	04	1	7.0	3	1	3	-3.52941176470588	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260319120000	https://ckxsfm.com/father-urges-action-following-threats-of-violence-at-blenheim-school/
