1296646924	20250329	202503	2025	2025.2438	FRA	FRANCE	FRA																		1	033	033	03	1	5.2	10	1	10	4.33734939759037	0								0								0								20260329120000	https://www.bucksfreepress.co.uk/news/25960540.roald-dahl-museum-showcase-rare-jackanory-artwork/
1296646925	20250329	202503	2025	2025.2438	GBR	UNITED KINGDOM	GBR								MIL	MILITARY BASE						MIL			0	060	060	06	2	6.0	10	1	10	-1.28824476650564	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20260329120000	https://www.dailymail.co.uk/news/article-15689041/Starmer-Chagos-surrender-EU-fishing-boats.html
1296646926	20250329	202503	2025	2025.2438	GBR	UNITED KINGDOM	GBR								MIL	MILITARY BASE						MIL			0	084	084	08	2	7.0	10	1	10	-1.28824476650564	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20260329120000	https://www.dailymail.co.uk/news/article-15689041/Starmer-Chagos-surrender-EU-fishing-boats.html
1296646927	20250329	202503	2025	2025.2438	GBR	UNITED KINGDOM	GBR								MUS	MAURITIUS	MUS								0	031	031	03	1	5.2	8	1	8	-1.28824476650564	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	1	United Kingdom	UK	UK		54	-4	UK	20260329120000	https://www.dailymail.co.uk/news/article-15689041/Starmer-Chagos-surrender-EU-fishing-boats.html
1296646928	20250329	202503	2025	2025.2438	GBR	UNITED KINGDOM	GBR								MUS	MAURITIUS	MUS								0	031	031	03	1	5.2	2	1	2	-1.28824476650564	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260329120000	https://www.dailymail.co.uk/news/article-15689041/Starmer-Chagos-surrender-EU-fishing-boats.html
1296646929	20250329	202503	2025	2025.2438	GBR	UNITED KINGDOM	GBR								MUS	MAURITIUS	MUS								0	0841	084	08	2	7.0	8	1	8	-1.28824476650564	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	1	United Kingdom	UK	UK		54	-4	UK	20260329120000	https://www.dailymail.co.uk/news/article-15689041/Starmer-Chagos-surrender-EU-fishing-boats.html
1296646930	20250329	202503	2025	2025.2438	GBR	UNITED KINGDOM	GBR								MUS	MAURITIUS	MUS								0	0841	084	08	2	7.0	2	1	2	-1.28824476650564	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260329120000	https://www.dailymail.co.uk/news/article-15689041/Starmer-Chagos-surrender-EU-fishing-boats.html
1296646931	20260227	202602	2026	2026.1562	GOV	KING						GOV													0	010	010	01	1	0.0	6	1	6	2.82791817087846	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20260329120000	https://www.ideastream.org/2026-03-27/what-does-an-8-year-old-do-after-winning-a-grammy-fractions
1296646932	20260322	202603	2026	2026.2247	IRN	IRAN	IRN								IRNGOV	IRANIAN	IRN					GOV			1	030	030	03	1	4.0	8	1	8	-1.12781954887218	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260329120000	https://www.dailyexcelsior.com/two-more-indian-lpg-tankers-carrying-days-cooking-gas-cross-strait-of-hormuz/
1296646933	20260322	202603	2026	2026.2247	IRN	IRAN	IRN								IRNGOV	IRAN	IRN					GOV			1	043	043	04	1	2.8	4	1	4	-1.12781954887218	4	Mundra, Madhya Pradesh, India	IN	IN35	17744	23.9833	78.4833	-2105080	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20260329120000	https://www.dailyexcelsior.com/two-more-indian-lpg-tankers-carrying-days-cooking-gas-cross-strait-of-hormuz/
1296646934	20260328	202603	2026	2026.2411											LKA	COLOMBO	LKA								0	042	042	04	1	1.9	1	1	1	-0.32786885245902	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20260329120000	https://www.moneycontrol.com/news/india/india-sends-38-000-mt-fuel-to-sri-lanka-amid-crisis-president-dissanayake-thanks-pm-modi-13873671.html
1296646935	20260328	202603	2026	2026.2411											TTO	TRINIDAD AND TOBAGO	TTO								0	020	020	02	1	3.0	4	1	4	-2.94117647058823	0								4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	20260329120000	https://trinidadexpress.com/news/local/expect-patient-delays-at-ncrha-facilities/article_4218a620-6280-4ad7-b8a0-0a2396d74a0d.html
1296646936	20260328	202603	2026	2026.2411	LKA	COLOMBO	LKA																		0	043	043	04	1	2.8	1	1	1	-0.32786885245902	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20260329120000	https://www.moneycontrol.com/news/india/india-sends-38-000-mt-fuel-to-sri-lanka-amid-crisis-president-dissanayake-thanks-pm-modi-13873671.html
