1293229825	20250309	202503	2025	2025.1890	RUS	RUSSIAN	RUS								RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	010	010	01	1	0.0	2	1	2	-1.67364016736402	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260309120000	https://www.unilad.com/news/politics/people-notice-trump-paraquay-president-handshake-fail-752052-20260309
1293229826	20250309	202503	2025	2025.1890	RUS	RUSSIAN	RUS								RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	010	010	01	1	0.0	2	1	2	-1.67364016736402	1	Paraguay	PA	PA		-22.993333	-57.996389	PA	1	Paraguay	PA	PA		-22.993333	-57.996389	PA	1	Paraguay	PA	PA		-22.993333	-57.996389	PA	20260309120000	https://www.unilad.com/news/politics/people-notice-trump-paraquay-president-handshake-fail-752052-20260309
1293229827	20250309	202503	2025	2025.1890	RUSGOV	RUSSIAN	RUS					GOV													1	010	010	01	1	0.0	3	1	3	-1.67364016736402	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260309120000	https://www.unilad.com/news/politics/people-notice-trump-paraquay-president-handshake-fail-752052-20260309
1293229828	20250309	202503	2025	2025.1890	RUSGOV	RUSSIAN	RUS					GOV			RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	010	010	01	1	0.0	3	1	3	-1.67364016736402	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260309120000	https://www.unilad.com/news/politics/people-notice-trump-paraquay-president-handshake-fail-752052-20260309
1293229829	20260207	202602	2026	2026.1014	GBR	BIRMINGHAM	GBR								MED	JOURNALIST						MED			1	051	051	05	1	3.4	10	1	10	-4.23076923076923	0								0								0								20260309120000	https://www.holdthefrontpage.co.uk/2026/news/journalists-win-right-to-name-14-year-old-killer/
1293229830	20260302	202603	2026	2026.1699											sco	SCOTTISH			sco						1	043	043	04	1	2.8	10	1	10	2.09205020920502	0								0								0								20260309120000	https://www.greenocktelegraph.co.uk/news/25913380.stuart-mcmillan-hails-excellent-news-ferguson-marine/
1293229831	20260302	202603	2026	2026.1699	BHSGOV	BAHAMA	BHS					GOV			BHS	BAHAMA	BHS								1	051	051	05	1	3.4	2	1	2	2.17821782178218	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20260309120000	https://www.thenassauguardian.com/business/ag-highlights-upcoming-financial-services-sector-legislation/article_af6e54a0-d73c-4aad-a143-bbb7343541c3.html
1293229832	20260302	202603	2026	2026.1699	CHN	CHINA	CHN								GOV	SPECIAL ENVOY						GOV			0	042	042	04	1	1.9	6	1	6	-5.60560560560561	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309120000	https://www.cnbcafrica.com/2026/u-s-orders-staff-to-leave-saudi-arabia-as-iran-war-spreads-and-oil-surges-above-110
1293229833	20260302	202603	2026	2026.1699	CHN	CHINA	CHN								GOV	SPECIAL ENVOY						GOV			0	042	042	04	1	1.9	2	1	2	-5.60560560560561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309120000	https://www.cnbcafrica.com/2026/u-s-orders-staff-to-leave-saudi-arabia-as-iran-war-spreads-and-oil-surges-above-110
1293229834	20260302	202603	2026	2026.1699	CHN	CHINA	CHN								GOV	SPECIAL ENVOY						GOV			0	042	042	04	1	1.9	2	1	2	-5.60560560560561	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260309120000	https://www.cnbcafrica.com/2026/u-s-orders-staff-to-leave-saudi-arabia-as-iran-war-spreads-and-oil-surges-above-110
1293229835	20260302	202603	2026	2026.1699	COP	POLICE						COP													1	020	020	02	1	3.0	10	1	10	-5.44554455445545	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20260309120000	https://www.irishnews.com/news/northern-ireland/noah-donohoe-inquest-live-week-seven-of-proceedings-gets-under-way-BDPJ7ANUMJDW7GZUQSQGBT32O4/
1293229836	20260302	202603	2026	2026.1699	COP	POLICE						COP													1	090	090	09	2	-2.0	10	1	10	-5.44554455445545	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20260309120000	https://www.irishnews.com/news/northern-ireland/noah-donohoe-inquest-live-week-seven-of-proceedings-gets-under-way-BDPJ7ANUMJDW7GZUQSQGBT32O4/
1293229837	20260302	202603	2026	2026.1699	GBR	BRITISH	GBR																		1	190	190	19	4	-10.0	2	1	2	-0.83916083916084	1	United Kingdom	UK	UK		54	-4	UK	0								4	Shahed, Fars, Iran	IR	IR07	25307	28.5934	52.2295	-3083999	20260309120000	https://accesswdun.com/ap_article/europe-rallies-around-cyprus-during-iran-war-as-macron-visits-to-show-support-for-island
1293229838	20260302	202603	2026	2026.1699	GOV	ATTORNEY GENERAL						GOV			BHS	BAHAMA	BHS								1	051	051	05	1	3.4	2	1	2	2.17821782178218	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20260309120000	https://www.thenassauguardian.com/business/ag-highlights-upcoming-financial-services-sector-legislation/article_af6e54a0-d73c-4aad-a143-bbb7343541c3.html
1293229839	20260302	202603	2026	2026.1699	GOV	SPECIAL ENVOY						GOV			CHN	CHINA	CHN								0	043	043	04	1	2.8	6	1	6	-5.60560560560561	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309120000	https://www.cnbcafrica.com/2026/u-s-orders-staff-to-leave-saudi-arabia-as-iran-war-spreads-and-oil-surges-above-110
1293229840	20260302	202603	2026	2026.1699	GOV	SPECIAL ENVOY						GOV			CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	-5.60560560560561	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309120000	https://www.cnbcafrica.com/2026/u-s-orders-staff-to-leave-saudi-arabia-as-iran-war-spreads-and-oil-surges-above-110
1293229841	20260302	202603	2026	2026.1699	GOV	SPECIAL ENVOY						GOV			CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	-5.60560560560561	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260309120000	https://www.cnbcafrica.com/2026/u-s-orders-staff-to-leave-saudi-arabia-as-iran-war-spreads-and-oil-surges-above-110
1293229842	20260302	202603	2026	2026.1699	IRN	IRAN	IRN								GBR	BRITISH	GBR								1	190	190	19	4	-10.0	2	1	2	-0.83916083916084	4	Shahed, Fars, Iran	IR	IR07	25307	28.5934	52.2295	-3083999	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260309120000	https://accesswdun.com/ap_article/europe-rallies-around-cyprus-during-iran-war-as-macron-visits-to-show-support-for-island
1293229843	20260302	202603	2026	2026.1699	LEG	PARLIAMENT						LEG													0	111	111	11	3	-2.0	3	1	3	-0.63532401524778	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	0								4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	20260309120000	https://www.thenassauguardian.com/news/pintard-says-an-fnm-govt-would-enforce-review-provision-of-hca/article_58938a40-ca11-44ac-a8f0-fbe22475853c.html
1293229844	20260302	202603	2026	2026.1699	LEG	PARLIAMENT						LEG			BHS	BAHAMA	BHS								0	111	111	11	3	-2.0	2	1	2	-0.63532401524778	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	20260309120000	https://www.thenassauguardian.com/news/pintard-says-an-fnm-govt-would-enforce-review-provision-of-hca/article_58938a40-ca11-44ac-a8f0-fbe22475853c.html
1293229845	20260302	202603	2026	2026.1699	LEG	CONGRESS						LEG			MIL	MILITARY OFFICER						MIL			1	110	110	11	3	-2.0	10	1	10	-2.38095238095238	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260309120000	https://www.yahoo.com/news/articles/china-xi-calls-political-loyalty-140834230.html
1293229846	20260302	202603	2026	2026.1699	sco	SCOTTISH			sco																1	042	042	04	1	1.9	10	1	10	2.09205020920502	0								0								0								20260309120000	https://www.greenocktelegraph.co.uk/news/25913380.stuart-mcmillan-hails-excellent-news-ferguson-marine/
1293229847	20260308	202603	2026	2026.1863	BHS	BAHAMIAN	BHS																		1	020	020	02	1	3.0	9	1	9	-0.63532401524778	4	Hawksbill Creek, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7167	-1543437	0								4	Hawksbill Creek, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7167	-1543437	20260309120000	https://www.thenassauguardian.com/news/pintard-says-an-fnm-govt-would-enforce-review-provision-of-hca/article_58938a40-ca11-44ac-a8f0-fbe22475853c.html
1293229848	20260308	202603	2026	2026.1863	BHS	BAHAMA	BHS																		0	120	120	12	3	-4.0	2	1	2	-0.63532401524778	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	0								4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	20260309120000	https://www.thenassauguardian.com/news/pintard-says-an-fnm-govt-would-enforce-review-provision-of-hca/article_58938a40-ca11-44ac-a8f0-fbe22475853c.html
1293229849	20260308	202603	2026	2026.1863	BHS	BAHAMA	BHS								GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	4	1	4	-0.63532401524778	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	4	Freeport, West Grand Bahama, Bahamas, The	BF	BF54	5747	26.5333	-78.7	-1543278	20260309120000	https://www.thenassauguardian.com/news/pintard-says-an-fnm-govt-would-enforce-review-provision-of-hca/article_58938a40-ca11-44ac-a8f0-fbe22475853c.html
1293229850	20260308	202603	2026	2026.1863	GBRHLH	CARDIFF	GBR					HLH			EDUHLH	UNIVERSITY						EDU	HLH		0	010	010	01	1	0.0	5	1	5	0.22271714922049	5	Wrexham Maelor, Wrexham, United Kingdom	UK	UKZ4	40179	53	-3	-2612188	5	Wrexham Maelor, Wrexham, United Kingdom	UK	UKZ4	40179	53	-3	-2612188	5	Wrexham Maelor, Wrexham, United Kingdom	UK	UKZ4	40179	53	-3	-2612188	20260309120000	https://wrexham.com/news/labour-promise-complete-overhaul-of-the-wrexham-maelor-hospital-if-reelected-286962.html
