1292772923	20250306	202503	2025	2025.1808											TWN	TAIWAN	TWN								1	042	042	04	1	1.9	10	1	10	-7.60869565217391	0								4	Yunlin, Yunlin Xian, Taiwan	TW	TW27	13277	23.7094	120.543	-2641044	4	Yunlin, Yunlin Xian, Taiwan	TW	TW27	13277	23.7094	120.543	-2641044	20260306120000	https://focustaiwan.tw/society/202603060017
1292772924	20250306	202503	2025	2025.1808											TWN	TAIWAN	TWN								1	042	042	04	1	1.9	10	1	10	-7.60869565217391	0								5	Yunlin County, Yunlin Xian, Taiwan	TW	TW27	13277	23.707	120.385	-2641046	5	Yunlin County, Yunlin Xian, Taiwan	TW	TW27	13277	23.707	120.385	-2641046	20260306120000	https://focustaiwan.tw:443/society/202603060017
1292772925	20250306	202503	2025	2025.1808	GOV	PRESIDENT						GOV													0	110	110	11	3	-2.0	3	1	3	-1.82291666666667	4	Tembisa, Gauteng, South Africa	SF	SF06	77346	-26.0098	28.2276	-1290128	0								4	Tembisa, Gauteng, South Africa	SF	SF06	77346	-26.0098	28.2276	-1290128	20260306120000	https://allafrica.com/view/group/main/main/id/00095965.html
1292772926	20250306	202503	2025	2025.1808	GOV	PRESIDENT						GOV			AFR	AFRICA	AFR								0	110	110	11	3	-2.0	2	1	2	-1.82291666666667	4	Tembisa, Gauteng, South Africa	SF	SF06	77346	-26.0098	28.2276	-1290128	4	Tembisa, Gauteng, South Africa	SF	SF06	77346	-26.0098	28.2276	-1290128	4	Tembisa, Gauteng, South Africa	SF	SF06	77346	-26.0098	28.2276	-1290128	20260306120000	https://allafrica.com/view/group/main/main/id/00095965.html
1292772927	20250306	202503	2025	2025.1808	HLH	DOCTOR						HLH													0	0874	087	08	2	10.0	2	1	2	-2.25375626043405	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260306120000	https://www.thetimes.com/uk/politics/article/is-wes-streeting-fixing-nhs-k7gs27338
1292772928	20250306	202503	2025	2025.1808	HLH	DOCTOR						HLH													0	0874	087	08	2	10.0	3	1	3	-2.25375626043405	4	Nuffield, Oxfordshire, United Kingdom	UK	UKK2	40127	51.5667	-1.03333	-2604478	0								4	Nuffield, Oxfordshire, United Kingdom	UK	UKK2	40127	51.5667	-1.03333	-2604478	20260306120000	https://www.thetimes.com/uk/politics/article/is-wes-streeting-fixing-nhs-k7gs27338
1292772929	20250306	202503	2025	2025.1808	MED	MEDIA						MED			ITA	ITALY	ITA								0	112	112	11	3	-2.0	40	4	40	-1.53417015341701	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20260306120000	https://www.insidenova.com/news/national/italian-general-challenges-meloni-from-the-right/article_d4e54613-86e2-5412-b42a-32d579d7363c.html
1292772930	20250306	202503	2025	2025.1808	TWN	TAIWAN	TWN																		1	043	043	04	1	2.8	10	1	10	-7.60869565217391	4	Yunlin, Yunlin Xian, Taiwan	TW	TW27	13277	23.7094	120.543	-2641044	0								4	Yunlin, Yunlin Xian, Taiwan	TW	TW27	13277	23.7094	120.543	-2641044	20260306120000	https://focustaiwan.tw/society/202603060017
1292772931	20250306	202503	2025	2025.1808	TWN	TAIWAN	TWN																		1	043	043	04	1	2.8	10	1	10	-7.60869565217391	5	Yunlin County, Yunlin Xian, Taiwan	TW	TW27	13277	23.707	120.385	-2641046	0								5	Yunlin County, Yunlin Xian, Taiwan	TW	TW27	13277	23.707	120.385	-2641046	20260306120000	https://focustaiwan.tw:443/society/202603060017
1292772932	20250306	202503	2025	2025.1808	USAGOVMED	SEAN MCCORMACK	USA					GOV	MED		COP	POLICE OFFICER						COP			0	193	193	19	4	-10.0	10	1	10	-1.52963671128107	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20260306120000	https://www.wgal.com/article/juniata-county-school-van-crash-three-injured-driver-cited-pa/70634283
1292772933	20260204	202602	2026	2026.0932	BUS	COMPANY						BUS													0	013	013	01	1	0.4	4	1	4	2.39410681399632	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	0								4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	20260306120000	https://www.shetnews.co.uk/2026/03/06/governments-20m-funding-boost-scottish/
1292772934	20260204	202602	2026	2026.0932	BUS	COMPANY						BUS													0	194	194	19	4	-10.0	4	1	4	2.39410681399632	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	0								4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	20260306120000	https://www.shetnews.co.uk/2026/03/06/governments-20m-funding-boost-scottish/
1292772935	20260204	202602	2026	2026.0932	BUS	COMPANY						BUS			GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	6	1	6	2.39410681399632	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	20260306120000	https://www.shetnews.co.uk/2026/03/06/governments-20m-funding-boost-scottish/
1292772936	20260204	202602	2026	2026.0932	BUS	COMPANY						BUS			GBR	UNITED KINGDOM	GBR								0	194	194	19	4	-10.0	6	1	6	2.39410681399632	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	4	Saxavord, Shetland Islands, United Kingdom	UK	UKW3	40175	60.8333	-0.833333	-2607176	20260306120000	https://www.shetnews.co.uk/2026/03/06/governments-20m-funding-boost-scottish/
1292772937	20260204	202602	2026	2026.0932	ISR	ISRAEL	ISR								ISRMED	ISRAEL	ISR					MED			0	013	013	01	1	0.4	2	1	2	-5.34670008354219	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260306120000	https://www.ummid.com/news/2026/3/6/us-israel-war-against-iran-is-it-a-religious-war.html
1292772938	20260204	202602	2026	2026.0932	ISR	ISRAEL	ISR								MED	COMMENTATOR						MED			0	013	013	01	1	0.4	8	1	8	-5.34670008354219	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20260306120000	https://www.ummid.com/news/2026/3/6/us-israel-war-against-iran-is-it-a-religious-war.html
1292772939	20260204	202602	2026	2026.0932	ITA	ITALY	ITA																		1	120	120	12	3	-4.0	4	4	4	-1.53417015341701	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20260306120000	https://www.insidenova.com/news/national/italian-general-challenges-meloni-from-the-right/article_d4e54613-86e2-5412-b42a-32d579d7363c.html
1292772940	20260204	202602	2026	2026.0932	ITA	ITALY	ITA								ITAGOV	GIORGIA MELONI	ITA					GOV			1	120	120	12	3	-4.0	4	4	4	-1.53417015341701	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20260306120000	https://www.insidenova.com/news/national/italian-general-challenges-meloni-from-the-right/article_d4e54613-86e2-5412-b42a-32d579d7363c.html
1292772941	20260204	202602	2026	2026.0932	ITA	ITALY	ITA								ITAGOV	GIORGIA MELONI	ITA					GOV			1	120	120	12	3	-4.0	4	4	4	-1.53417015341701	1	Italy	IT	IT		42.833333	12.833333	IT	1	Afghanistan	AF	AF		33	66	AF	1	Italy	IT	IT		42.833333	12.833333	IT	20260306120000	https://www.insidenova.com/news/national/italian-general-challenges-meloni-from-the-right/article_d4e54613-86e2-5412-b42a-32d579d7363c.html
