1293089946	20250308	202503	2025	2025.1863	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	172	172	17	4	-5.0	10	1	10	-1.88034188034188	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260308120000	https://www.yahoo.com/news/articles/education-minister-sympathetic-calls-social-100412575.html
1293089947	20250308	202503	2025	2025.1863	CHN	CHINA	CHN								NLD	DUTCH	NLD								1	130	130	13	3	-4.4	10	1	10	-5.95238095238095	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Netherlands	NL	NL		52.5	5.75	NL	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260308120000	https://finance.yahoo.com/news/china-warns-dutch-side-row-102834500.html
1293089948	20250308	202503	2025	2025.1863	IRN	IRAN	IRN								USA	AMERICAN	USA								0	138	138	13	3	-7.0	1	1	1	-1.83028286189684	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260308120000	https://freerepublic.com/tag/*/index?more=4369781
1293089949	20250308	202503	2025	2025.1863	IRN	IRAN	IRN								USASPY	AMERICAN	USA					SPY			0	138	138	13	3	-7.0	3	1	3	-1.83028286189684	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20260308120000	https://freerepublic.com/tag/*/index?more=4369781
1293089950	20260206	202602	2026	2026.0986											JOR	JORDAN	JOR								1	042	042	04	1	1.9	2	1	2	4.3613707165109	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20260308120000	https://www.offalyindependent.ie/2026/03/08/harry-and-meghan-to-visit-australia-next-month/
1293089951	20260206	202602	2026	2026.0986	JOR	JORDAN	JOR																		1	043	043	04	1	2.8	2	1	2	4.3613707165109	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20260308120000	https://www.offalyindependent.ie/2026/03/08/harry-and-meghan-to-visit-australia-next-month/
1293089952	20260301	202603	2026	2026.1671											IRN	IRAN	IRN								1	057	057	05	1	8.0	8	1	8	-3.22425409047161	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20260308120000	https://www.yahoo.com/news/articles/trump-1bn-day-war-backfires-100000981.html
1293089953	20260301	202603	2026	2026.1671	LBN	LEBANON	LBN								UAF	MILITANT						UAF			0	0874	087	08	2	10.0	6	1	6	-5.94159113796576	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20260308120000	https://www.aol.com/articles/trump-rejects-settling-iran-war-023834223.html
1293089954	20260301	202603	2026	2026.1671	LBN	LEBANON	LBN								UAF	MILITANT						UAF			0	0874	087	08	2	10.0	2	1	2	-5.94159113796576	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260308120000	https://www.aol.com/articles/trump-rejects-settling-iran-war-023834223.html
1293089955	20260301	202603	2026	2026.1671	LBN	LEBANON	LBN								UAF	MILITANT						UAF			0	0874	087	08	2	10.0	2	1	2	-5.94159113796576	1	Kuwait	KU	KU		29.5	47.75	KU	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20260308120000	https://www.aol.com/articles/trump-rejects-settling-iran-war-023834223.html
