1294328776	20160317	201603	2016	2016.2110	KEN	KENYA	KEN								EDU	UNIVERSITY						EDU			0	190	190	19	4	-10.0	1	1	1	-8.73493975903614	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	20260315120000	https://chimpreports.com/kenya-flags-turkish-national-over-alleged-al-shabaab-financing-links/
1294328777	20160317	201603	2016	2016.2110	KEN	KENYA	KEN								KENEDU	KENYA	KEN					EDU			0	190	190	19	4	-10.0	2	1	2	-8.73493975903614	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	4	Garissa, North-Eastern, Kenya	KE	KE06	18585	-0.453548	39.6401	-2245008	20260315120000	https://chimpreports.com/kenya-flags-turkish-national-over-alleged-al-shabaab-financing-links/
1294328778	20260213	202602	2026	2026.1178											ISR	ISRAEL	ISR								0	190	190	19	4	-10.0	2	1	2	0.12626262626262	0								1	Israel	IS	IS		31.5	34.75	IS	1	Iran	IR	IR		32	53	IR	20260315120000	https://www.foxnews.com/world/trump-seeks-warships-from-other-countries-help-secure-strait-hormuz
1294328779	20260213	202602	2026	2026.1178	CHRCTH	CATHOLIC				CHR	CTH														0	012	012	01	1	-0.4	5	1	5	-3.2520325203252	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260315120000	https://www.unionleader.com/news/religion/to-criticize-an-american-led-war-an-american-pope-turns-to-allies/article_9723f314-a132-4714-a476-5f710761abf0.html
1294328780	20260213	202602	2026	2026.1178	CHRCTH	CATHOLIC				CHR	CTH				OPP	PRISONER						OPP			0	1121	112	11	3	-2.0	5	1	5	-3.2520325203252	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260315120000	https://www.unionleader.com/news/religion/to-criticize-an-american-led-war-an-american-pope-turns-to-allies/article_9723f314-a132-4714-a476-5f710761abf0.html
1294328781	20260308	202603	2026	2026.1863	GOV	PRESIDENT						GOV			LEG	LAWMAKER						LEG			0	020	020	02	1	3.0	1	1	1	-1.06060606060606	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328782	20260308	202603	2026	2026.1863	GOV	PRESIDENT						GOV			LEG	LAWMAKER						LEG			0	020	020	02	1	3.0	3	1	3	-1.06060606060606	1	Iran	IR	IR		32	53	IR	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328783	20260308	202603	2026	2026.1863	GOV	PRESIDENT						GOV			LEG	LAWMAKER						LEG			0	020	020	02	1	3.0	1	1	1	-1.06060606060606	1	Japan	JA	JA		36	138	JA	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328784	20260308	202603	2026	2026.1863	JPN	JAPANESE	JPN								BUS	INDUSTRY						BUS			0	010	010	01	1	0.0	1	1	1	-1.06060606060606	1	Iran	IR	IR		32	53	IR	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328785	20260308	202603	2026	2026.1863	JPN	JAPANESE	JPN								BUS	INDUSTRY						BUS			0	010	010	01	1	0.0	4	1	4	-1.06060606060606	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328786	20260314	202603	2026	2026.2027	ZWE	ZIMBABWE	ZWE																		0	017	017	01	1	0.0	3	1	3	-3.31807780320366	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20260315120000	https://www.newsday.co.zw/thestandard/news/article/200052671/mnangagwa-2030-plot-in-sinister-twist
1294328787	20260315	202603	2026	2026.2055											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	8	1	8	-9.73451327433631	0								4	Brakpan, Gauteng, South Africa	SF	SF06	77339	-26.2366	28.3694	-1214834	4	Brakpan, Gauteng, South Africa	SF	SF06	77339	-26.2366	28.3694	-1214834	20260315120000	https://www.jacarandafm.com/news/news/first-arrest-killing-state-witness/
1294328788	20260315	202603	2026	2026.2055											BUS	CORPORATION						BUS			1	010	010	01	1	0.0	10	1	10	-0.29761904761905	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20260315120000	https://news.webindia123.com/news/Articles/World/20260315/4427533.html
1294328789	20260315	202603	2026	2026.2055											BUS	COMPANY						BUS			1	042	042	04	1	1.9	2	1	2	1.29310344827586	0								4	Gakara, Makamba, Burundi	BY	BY17	18585	-4.216	29.7136	6030717	4	Gakara, Makamba, Burundi	BY	BY17	18585	-4.216	29.7136	6030717	20260315120000	https://www.dailypolitical.com/2026/03/15/rainbow-rare-earths-otcmktsrbwrf-trading-up-43-5-whats-next.html
1294328790	20260315	202603	2026	2026.2055											BUS	COMPANIES						BUS			1	061	061	06	2	6.4	5	1	5	1.58982511923688	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20260315120000	http://www.jpost.com/defense-and-tech/article-889954
1294328791	20260315	202603	2026	2026.2055											CAN	CANADA	CAN								0	043	043	04	1	2.8	2	1	2	3.29457364341086	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20260315120000	https://www.cbc.ca/news/canada/saskatchewan/cfi-funding-new-poultry-research-9.7129197
1294328792	20260315	202603	2026	2026.2055											CAN	CANADIAN SHIELD	CAN								1	051	051	05	1	3.4	10	1	10	2.83553875236295	0								0								0								20260315120000	https://www.muskokaregion.com/opinion/columnists/meditations-farming/article_94a68a55-ee20-5c87-bc64-019aa7490152.html
1294328793	20260315	202603	2026	2026.2055											CAN	ONTARIO	CAN								1	100	100	10	3	-5.0	10	1	10	-1.40845070422535	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260315120000	https://globalnews.ca/news/11730443/taxpayer-federation-foi-law-changes/
1294328794	20260315	202603	2026	2026.2055											CODMIL	CONGOLESE	COD					MIL			0	1124	112	11	3	-2.0	5	1	5	-7.03812316715542	0								4	Kivu, Kiboga, Uganda	UG	UG42	18585	0.833333	32.1833	-1730511	4	Kivu, Kiboga, Uganda	UG	UG42	18585	0.833333	32.1833	-1730511	20260315120000	https://chimpreports.com/dr-congo-islamic-state-linked-fighters-attack-army-mining-site-in-bunia/
1294328795	20260315	202603	2026	2026.2055											CODMIL	CONGOLESE	COD					MIL			0	190	190	19	4	-10.0	5	1	5	-7.03812316715542	0								4	Kivu, Kiboga, Uganda	UG	UG42	18585	0.833333	32.1833	-1730511	4	Kivu, Kiboga, Uganda	UG	UG42	18585	0.833333	32.1833	-1730511	20260315120000	https://chimpreports.com/dr-congo-islamic-state-linked-fighters-attack-army-mining-site-in-bunia/
1294328796	20260315	202603	2026	2026.2055											CVL	VILLAGE						CVL			0	042	042	04	1	1.9	10	1	10	-0.29761904761905	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20260315120000	https://news.webindia123.com/news/Articles/World/20260315/4427533.html
1294328797	20260315	202603	2026	2026.2055											DNKGRL	GREENLAND	DNK								0	010	010	01	1	0.0	2	1	2	-3.2520325203252	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260315120000	https://www.unionleader.com/news/religion/to-criticize-an-american-led-war-an-american-pope-turns-to-allies/article_9723f314-a132-4714-a476-5f710761abf0.html
1294328798	20260315	202603	2026	2026.2055											DNKGRL	GREENLAND	DNK								0	010	010	01	1	0.0	8	1	8	-3.2520325203252	0								1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20260315120000	https://www.unionleader.com/news/religion/to-criticize-an-american-led-war-an-american-pope-turns-to-allies/article_9723f314-a132-4714-a476-5f710761abf0.html
1294328799	20260315	202603	2026	2026.2055											DNKGRL	GREENLAND	DNK								0	130	130	13	3	-4.4	2	1	2	-3.2520325203252	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Iran	IR	IR		32	53	IR	20260315120000	https://www.unionleader.com/news/religion/to-criticize-an-american-led-war-an-american-pope-turns-to-allies/article_9723f314-a132-4714-a476-5f710761abf0.html
1294328800	20260315	202603	2026	2026.2055											DNKGRL	GREENLAND	DNK								0	130	130	13	3	-4.4	8	1	8	-3.2520325203252	0								1	Greenland	GL	GL		72	-40	GL	1	Venezuela	VE	VE		8	-66	VE	20260315120000	https://www.unionleader.com/news/religion/to-criticize-an-american-led-war-an-american-pope-turns-to-allies/article_9723f314-a132-4714-a476-5f710761abf0.html
