1293733811	20250312	202503	2025	2025.1973	ARGGOV	ARGENTINA	ARG					GOV			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-3.37019483938915	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20260312000000	https://newint.org/nationalism/2026/argentina-past-denied
1293733812	20250312	202503	2025	2025.1973	ARGGOV	ARGENTINA	ARG					GOV			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-3.37019483938915	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20260312000000	https://newint.org/nationalism/2026/argentina-past-denied
1293733813	20250312	202503	2025	2025.1973	BUS	BUSINESS						BUS			CRM	CRIMINAL						CRM			1	014	014	01	1	0.0	2	1	2	-4.73186119873817	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733814	20250312	202503	2025	2025.1973	BUS	BUSINESS						BUS			CRM	CRIMINAL						CRM			1	040	040	04	1	1.0	2	1	2	-4.73186119873817	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733815	20250312	202503	2025	2025.1973	COP	POLICE						COP			USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-7.31182795698922	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20260312000000	https://news.sky.com/story/man-faces-jail-for-goading-american-to-shoot-himself-on-call-13518394
1293733816	20250312	202503	2025	2025.1973	CRM	CRIMINAL						CRM			BUS	BUSINESS						BUS			1	040	040	04	1	1.0	2	1	2	-4.73186119873817	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733817	20250312	202503	2025	2025.1973	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-4.73186119873817	3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	2	California, United States	US	USCA		36.17	-119.746	CA	3	Long Beach, California, United States	US	USCA		33.767	-118.189	1652747	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733818	20250312	202503	2025	2025.1973	CRM	CRIMINAL						CRM			USA	LOS ANGELES	USA								1	040	040	04	1	1.0	4	1	4	-4.73186119873817	2	California, United States	US	USCA		36.17	-119.746	CA	3	Long Beach, California, United States	US	USCA		33.767	-118.189	1652747	3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733819	20250312	202503	2025	2025.1973	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-4.73186119873817	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733820	20250312	202503	2025	2025.1973	GBR	LEEDS	GBR								USA	UNITED STATES	USA								0	013	013	01	1	0.4	4	1	4	-7.31182795698922	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20260312000000	https://news.sky.com/story/man-faces-jail-for-goading-american-to-shoot-himself-on-call-13518394
1293733821	20250312	202503	2025	2025.1973	GOV	PRESIDENT						GOV													0	071	071	07	2	7.4	5	1	5	-2.31516056758776	3	South Connellsville, Pennsylvania, United States	US	USPA	PA051	39.9967	-79.5859	1188050	0								3	South Connellsville, Pennsylvania, United States	US	USPA		39.9967	-79.5859	1188050	20260312000000	https://www.wtae.com/article/murder-for-hire-fatal-shooting-rostraver-township-man-charged/70715959
1293733822	20250312	202503	2025	2025.1973	NZL	NEW ZEALAND	NZL																		0	193	193	19	4	-10.0	8	1	8	1.26984126984127	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20260312000000	https://comicbookmovie.com/fantasy/lord-of-the-rings/the-hobbit-star-confirms-they-wont-return-for-the-hunt-for-gollum-as-kate-winslet-officially-joins-lotr-movie-a226793
1293733823	20250312	202503	2025	2025.1973	TTO	TRINIDAD AND TOBAGO	TTO								USA	WASHINGTON	USA								1	051	051	05	1	3.4	2	1	2	0.67476383265857	1	Trinidad And Tobago	TD	TD		11	-61	TD	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260312000000	https://venezuelanalysis.com/news/chevron-and-shell-to-strike-oil-deals-under-reformed-hydrocarbon-law/
1293733824	20250312	202503	2025	2025.1973	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-3.37019483938915	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	0								4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20260312000000	https://newint.org/nationalism/2026/argentina-past-denied
1293733825	20250312	202503	2025	2025.1973	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	1	1	1	-4.73186119873817	2	California, United States	US	USCA		36.17	-119.746	CA	0								3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733826	20250312	202503	2025	2025.1973	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	1	1	1	-4.73186119873817	2	California, United States	US	USCA		36.17	-119.746	CA	0								3	Long Beach, California, United States	US	USCA		33.767	-118.189	1652747	20260312000000	https://www.cbsnews.com/sacramento/news/california-businesses-registered-fraudulent-secretary-of-state-investigation/
1293733827	20250312	202503	2025	2025.1973	USA	AMERICAN	USA								ARGGOV	ARGENTINA	ARG					GOV			0	040	040	04	1	1.0	1	1	1	-3.37019483938915	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20260312000000	https://newint.org/nationalism/2026/argentina-past-denied
