1295476897	20250322	202503	2025	2025.2247	GOV	GOVERNMENT						GOV			MUS	MAURITIUS	MUS								0	050	050	05	1	3.5	6	1	6	-3.19444444444445	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	20260322000000	https://www.cecildaily.com/ap/world/what-to-know-about-diego-garcia-after-iran-targets-the-remote-islands-key-us-military/article_c103b5d0-622b-55ec-b6d3-d446a1ae449a.html
1295476898	20250322	202503	2025	2025.2247	GOV	GOVERNMENT						GOV			MUS	MAURITIUS	MUS								0	050	050	05	1	3.5	2	1	2	-3.19444444444445	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Simorgh, Khorasan-e Janubi, Iran	IR	IR41	41044	32.0582	59.5215	-3082108	20260322000000	https://www.cecildaily.com/ap/world/what-to-know-about-diego-garcia-after-iran-targets-the-remote-islands-key-us-military/article_c103b5d0-622b-55ec-b6d3-d446a1ae449a.html
1295476899	20250322	202503	2025	2025.2247	GOV	GOVERNMENT						GOV			MUS	MAURITIUS	MUS								0	050	050	05	1	3.5	2	1	2	-3.19444444444445	4	Simorgh, Khorasan-e Janubi, Iran	IR	IR41	41044	32.0582	59.5215	-3082108	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Simorgh, Khorasan-e Janubi, Iran	IR	IR41	41044	32.0582	59.5215	-3082108	20260322000000	https://www.cecildaily.com/ap/world/what-to-know-about-diego-garcia-after-iran-targets-the-remote-islands-key-us-military/article_c103b5d0-622b-55ec-b6d3-d446a1ae449a.html
1295476900	20250322	202503	2025	2025.2247	GOV	GOVERNMENT						GOV			MUS	MAURITIUS	MUS								0	080	080	08	2	5.0	8	1	8	-3.19444444444445	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	20260322000000	https://www.cecildaily.com/ap/world/what-to-know-about-diego-garcia-after-iran-targets-the-remote-islands-key-us-military/article_c103b5d0-622b-55ec-b6d3-d446a1ae449a.html
1295476901	20250322	202503	2025	2025.2247	GOV	GOVERNMENT						GOV			MUS	MAURITIUS	MUS								0	080	080	08	2	5.0	2	1	2	-3.19444444444445	4	Simorgh, Khorasan-e Janubi, Iran	IR	IR41	41044	32.0582	59.5215	-3082108	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260322000000	https://www.cecildaily.com/ap/world/what-to-know-about-diego-garcia-after-iran-targets-the-remote-islands-key-us-military/article_c103b5d0-622b-55ec-b6d3-d446a1ae449a.html
1295476902	20250322	202503	2025	2025.2247	MIL	MARINES						MIL			USAEDU	VIRGINIA	USA					EDU			1	042	042	04	1	1.9	6	2	6	0	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20260322000000	https://www.fox1023.com/syndicated-article/?id=1662156
1295476903	20250322	202503	2025	2025.2247	MIL	MARINES						MIL			USAEDU	VIRGINIA	USA					EDU			1	042	042	04	1	1.9	4	2	4	0	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20260322000000	https://www.fox1023.com/syndicated-article/?id=1662156
1295476904	20250322	202503	2025	2025.2247	MIL	MARINES						MIL			USAEDU	VIRGINIA	USA					EDU			1	042	042	04	1	1.9	2	2	2	0	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20260322000000	https://www.fox1023.com/syndicated-article/?id=1662156
1295476905	20250322	202503	2025	2025.2247	MUS	MAURITIUS	MUS								GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	6	1	6	-3.19444444444445	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	20260322000000	https://www.cecildaily.com/ap/world/what-to-know-about-diego-garcia-after-iran-targets-the-remote-islands-key-us-military/article_c103b5d0-622b-55ec-b6d3-d446a1ae449a.html
1295476906	20250322	202503	2025	2025.2247	MUS	MAURITIUS	MUS								GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	2	1	2	-3.19444444444445	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Chagos Archipelago, Mauritius (general), Mauritius	MP	MP00	18585	-6	72	-1355685	4	Simorgh, Khorasan-e Janubi, Iran	IR	IR41	41044	32.0582	59.5215	-3082108	20260322000000	https://www.cecildaily.com/ap/world/what-to-know-about-diego-garcia-after-iran-targets-the-remote-islands-key-us-military/article_c103b5d0-622b-55ec-b6d3-d446a1ae449a.html
