1295362511	20250321	202503	2025	2025.2219											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	6	1	6	2.57731958762887	0								4	Cohuna, Victoria, Australia	AS	AS07	5374	-35.807	144.219	-1566296	4	Cohuna, Victoria, Australia	AS	AS07	5374	-35.807	144.219	-1566296	20260321000000	https://gannawarratimes.com.au/news/2026/03/21/royal-commission-push-back/
1295362512	20250321	202503	2025	2025.2219											AUS	AUSTRALIA	AUS								1	060	060	06	2	6.0	8	1	8	2.57731958762887	0								4	Cohuna, Victoria, Australia	AS	AS07	5374	-35.807	144.219	-1566296	4	Boort, Victoria, Australia	AS	AS07	5391	-36.1157	143.72	-1560785	20260321000000	https://gannawarratimes.com.au/news/2026/03/21/royal-commission-push-back/
1295362513	20250321	202503	2025	2025.2219	AUS	AUSTRALIA	AUS																		1	043	043	04	1	2.8	6	1	6	2.57731958762887	4	Cohuna, Victoria, Australia	AS	AS07	5374	-35.807	144.219	-1566296	0								4	Cohuna, Victoria, Australia	AS	AS07	5374	-35.807	144.219	-1566296	20260321000000	https://gannawarratimes.com.au/news/2026/03/21/royal-commission-push-back/
1295362514	20250321	202503	2025	2025.2219	IRN	IRAN	IRN								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	2	1	2	-2.62828535669587	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260321000000	https://www.wccbcharlotte.com/2026/03/20/ukrainian-drone-experts-helping-5-countries-build-missile-defense-systems-for-iranian-counterattacks/
1295362515	20250321	202503	2025	2025.2219	IRN	TEHRAN	IRN								RUS	MOSCOW	RUS								1	057	057	05	1	8.0	5	1	5	-2.62828535669587	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260321000000	https://www.wccbcharlotte.com/2026/03/20/ukrainian-drone-experts-helping-5-countries-build-missile-defense-systems-for-iranian-counterattacks/
1295362516	20250321	202503	2025	2025.2219	IRN	TEHRAN	IRN								RUS	MOSCOW	RUS								1	057	057	05	1	8.0	1	1	1	-2.62828535669587	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260321000000	https://www.wccbcharlotte.com/2026/03/20/ukrainian-drone-experts-helping-5-countries-build-missile-defense-systems-for-iranian-counterattacks/
1295362517	20250321	202503	2025	2025.2219	JUD	PUBLIC DEFENDER						JUD			LEG	LAWMAKER						LEG			1	071	071	07	2	7.4	5	1	5	0.84226646248086	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20260321000000	https://www.kbia.org/missouri-news/2026-03-20/nearly-100m-in-missouri-marijuana-tax-revenue-sits-unused-despite-voter-mandate
1295362518	20250321	202503	2025	2025.2219	RUS	RUSSIA	RUS								IRN	IRAN	IRN								1	057	057	05	1	8.0	2	1	2	-2.62828535669587	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260321000000	https://www.wccbcharlotte.com/2026/03/20/ukrainian-drone-experts-helping-5-countries-build-missile-defense-systems-for-iranian-counterattacks/
1295362519	20250321	202503	2025	2025.2219	RUS	MOSCOW	RUS								IRN	TEHRAN	IRN								1	057	057	05	1	8.0	5	1	5	-2.62828535669587	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260321000000	https://www.wccbcharlotte.com/2026/03/20/ukrainian-drone-experts-helping-5-countries-build-missile-defense-systems-for-iranian-counterattacks/
1295362520	20250321	202503	2025	2025.2219	RUS	MOSCOW	RUS								IRN	TEHRAN	IRN								1	057	057	05	1	8.0	1	1	1	-2.62828535669587	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260321000000	https://www.wccbcharlotte.com/2026/03/20/ukrainian-drone-experts-helping-5-countries-build-missile-defense-systems-for-iranian-counterattacks/
