1296593156	20250329	202503	2025	2025.2438											AUS	AUSTRALIA	AUS								0	060	060	06	2	6.0	2	1	2	-1.15183246073298	0								4	Wombat, Victoria, Australia	AS	AS07	5403	-37.4333	144.083	-1610381	4	Wombat, Victoria, Australia	AS	AS07	5403	-37.4333	144.083	-1610381	20260329000000	https://www.newcastleherald.com.au/story/9209403/king-edward-park-newcastle-beer-festival-returns-for-10th-year/
1296593157	20250329	202503	2025	2025.2438											AUS	AUSTRALIA	AUS								0	060	060	06	2	6.0	2	1	2	-1.15183246073298	0								4	King Edward Park, New South Wales, Australia	AS	AS02	5096	-29.7318	151.718	11352900	4	Wombat, Victoria, Australia	AS	AS07	5403	-37.4333	144.083	-1610381	20260329000000	https://www.newcastleherald.com.au/story/9209403/king-edward-park-newcastle-beer-festival-returns-for-10th-year/
1296593158	20250329	202503	2025	2025.2438											AUS	AUSTRALIA	AUS								0	060	060	06	2	6.0	2	1	2	-1.15183246073298	0								4	King Edward Park, New South Wales, Australia	AS	AS02	5096	-29.7318	151.718	11352900	4	King Edward Park, New South Wales, Australia	AS	AS02	5096	-29.7318	151.718	11352900	20260329000000	https://www.newcastleherald.com.au/story/9209403/king-edward-park-newcastle-beer-festival-returns-for-10th-year/
1296593159	20250329	202503	2025	2025.2438											AUS	AUSTRALIA	AUS								0	060	060	06	2	6.0	2	1	2	-1.15183246073298	0								4	Maryville, Northern Territory, Australia	AS	AS03	40197	-18.4526	133.859	11457316	4	Maryville, Northern Territory, Australia	AS	AS03	40197	-18.4526	133.859	11457316	20260329000000	https://www.newcastleherald.com.au/story/9209403/king-edward-park-newcastle-beer-festival-returns-for-10th-year/
1296593160	20250329	202503	2025	2025.2438											USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	0.30721966205837	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20260329000000	https://www.rnz.co.nz/news/world/590931/vice-president-vance-wins-cpac-conservative-meeting-s-2028-presidential-straw-poll
1296593161	20250329	202503	2025	2025.2438											USA	MARYLAND	USA								1	036	036	03	1	4.0	3	1	3	1.30151843817788	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260329000000	https://www.goulburnpost.com.au/story/9209439/jd-vance-is-magas-favoured-next-choice-for-president/
1296593162	20250329	202503	2025	2025.2438											USA	MARYLAND	USA								1	040	040	04	1	1.0	3	1	3	1.30151843817788	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260329000000	https://www.goulburnpost.com.au/story/9209439/jd-vance-is-magas-favoured-next-choice-for-president/
1296593163	20250329	202503	2025	2025.2438											USA	MARYLAND	USA								1	040	040	04	1	1.0	2	1	2	0.30721966205837	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Oxon Hill, Maryland, United States	US	USMD		38.8034	-76.9897	597851	20260329000000	https://www.rnz.co.nz/news/world/590931/vice-president-vance-wins-cpac-conservative-meeting-s-2028-presidential-straw-poll
1296593164	20250329	202503	2025	2025.2438											USA	MARYLAND	USA								1	040	040	04	1	1.0	6	2	6	0.97008551280471	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20260329000000	https://www.rnz.co.nz/news/world/590931/vice-president-vance-wins-cpac-conservative-meeting-s-2028-presidential-straw-poll
1296593165	20250329	202503	2025	2025.2438											USA	MARYLAND	USA								0	042	042	04	1	1.9	2	1	2	-0.89887640449438	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260329000000	https://www.aol.co.uk/articles/jd-vance-leads-cpac-poll-232508871.html
