1296705111	20250330	202503	2025	2025.2466											AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	2	1	2	-4.54545454545454	0								4	Walwa, Victoria, Australia	AS	AS07	5420	-35.9667	147.733	-1607570	4	Walwa, Victoria, Australia	AS	AS07	5420	-35.9667	147.733	-1607570	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705112	20250330	202503	2025	2025.2466											AUS	AUSTRALIA	AUS								1	193	193	19	4	-10.0	1	1	1	-4.54545454545454	0								4	Walwa, Victoria, Australia	AS	AS07	5420	-35.9667	147.733	-1607570	4	Porepunkah, Victoria, Australia	AS	AS07	154644	-36.6961	146.91	-1595826	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705113	20250330	202503	2025	2025.2466											AUS	AUSTRALIA	AUS								1	193	193	19	4	-10.0	1	1	1	-4.54545454545454	0								4	Walwa, Victoria, Australia	AS	AS07	5420	-35.9667	147.733	-1607570	4	Walwa, Victoria, Australia	AS	AS07	5420	-35.9667	147.733	-1607570	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705114	20250330	202503	2025	2025.2466											GBRGOVJUD	DAVID CAMERON	GBR					GOV	JUD		0	173	173	17	4	-5.0	10	1	10	-5.16431924882629	0								0								0								20260330000000	https://www.rnz.co.nz/news/national/590994/tauranga-man-rikki-tarei-imprisoned-for-raping-young-woman
1296705115	20250330	202503	2025	2025.2466	AUS	AUSTRALIA	AUS																		0	172	172	17	4	-5.0	4	1	4	-2.45901639344262	4	Brookvale, New South Wales, Australia	AS	AS02	5104	-33.7667	151.267	398024	0								4	Brookvale, New South Wales, Australia	AS	AS02	5104	-33.7667	151.267	398024	20260330000000	https://www.theroar.com.au/2026/01/21/nrl-round-1-predicted-teams-sydney-roosters-robinson-hoping-history-repeats-with-dce-sparking-new-look-chooks/?comment_id=10582762
1296705116	20250330	202503	2025	2025.2466	GBRGOVJUD	DAVID CAMERON	GBR					GOV	JUD												0	010	010	01	1	0.0	10	1	10	-5.16431924882629	0								0								0								20260330000000	https://www.rnz.co.nz/news/national/590994/tauranga-man-rikki-tarei-imprisoned-for-raping-young-woman
1296705117	20250330	202503	2025	2025.2466	GBRGOVJUD	DAVID CAMERON	GBR					GOV	JUD												0	1821	182	18	4	-9.0	10	1	10	-5.16431924882629	0								0								0								20260330000000	https://www.rnz.co.nz/news/national/590994/tauranga-man-rikki-tarei-imprisoned-for-raping-young-woman
1296705118	20250330	202503	2025	2025.2466	GOVCVL	SOVEREIGN						GOV	CVL		COP	POLICE OFFICER						COP			0	193	193	19	4	-10.0	10	1	10	-2.24089635854342	0								0								0								20260330000000	https://www.rnz.co.nz/news/world/585691/victoria-police-launch-search-in-national-park-for-fugitive-dezi-freeman
1296705119	20250330	202503	2025	2025.2466	LBN	LEBANON	LBN								MIL	MILITARY						MIL			1	190	190	19	4	-10.0	2	1	2	-1.27877237851663	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Israel	IS	IS		31.5	34.75	IS	1	Lebanon	LE	LE		33.833333	35.833333	LE	20260330000000	https://www.wfmz.com/news/ap/ap-national/an-israeli-soldier-from-connecticut-is-killed-in-southern-lebanon-weeks-after-completing-training/article_892a006d-4c06-5e49-9c23-069d8a839d7c.html
1296705120	20250330	202503	2025	2025.2466	USA	NEW YORK	USA								MIL	MILITARY						MIL			1	050	050	05	1	3.5	1	1	1	-1.27877237851663	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	20260330000000	https://www.wfmz.com/news/ap/ap-national/an-israeli-soldier-from-connecticut-is-killed-in-southern-lebanon-weeks-after-completing-training/article_892a006d-4c06-5e49-9c23-069d8a839d7c.html
1296705121	20250330	202503	2025	2025.2466	USA	NEW YORK	USA								MIL	MILITARY						MIL			1	050	050	05	1	3.5	1	1	1	-1.27877237851663	1	Israel	IS	IS		31.5	34.75	IS	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	20260330000000	https://www.wfmz.com/news/ap/ap-national/an-israeli-soldier-from-connecticut-is-killed-in-southern-lebanon-weeks-after-completing-training/article_892a006d-4c06-5e49-9c23-069d8a839d7c.html
1296705122	20260323	202603	2026	2026.2274	AUSCOP	AUSTRALIA	AUS					COP			BEL	BELGIUM	BEL								0	043	043	04	1	2.8	1	1	1	-4.54545454545454	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Porepunkah, Victoria, Australia	AS	AS07	154644	-36.6961	146.91	-1595826	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705123	20260323	202603	2026	2026.2274	BEL	BELGIUM	BEL								AUSCOP	AUSTRALIA	AUS					COP			0	017	017	01	1	0.0	1	1	1	-4.54545454545454	4	Porepunkah, Victoria, Australia	AS	AS07	154644	-36.6961	146.91	-1595826	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705124	20260323	202603	2026	2026.2274	BEL	BELGIUM	BEL								AUSCOP	AUSTRALIA	AUS					COP			0	042	042	04	1	1.9	1	1	1	-4.54545454545454	4	Porepunkah, Victoria, Australia	AS	AS07	154644	-36.6961	146.91	-1595826	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705125	20260323	202603	2026	2026.2274	BEL	BELGIUM	BEL								COP	POLICEWOMAN						COP			0	017	017	01	1	0.0	4	1	4	-4.54545454545454	1	Belgium	BE	BE		50.833333	4	BE	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705126	20260323	202603	2026	2026.2274	BEL	BELGIUM	BEL								COP	POLICEWOMAN						COP			0	042	042	04	1	1.9	4	1	4	-4.54545454545454	1	Belgium	BE	BE		50.833333	4	BE	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705127	20260323	202603	2026	2026.2274	COP	POLICEWOMAN						COP			BEL	BELGIUM	BEL								0	043	043	04	1	2.8	4	1	4	-4.54545454545454	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Belgium	BE	BE		50.833333	4	BE	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
1296705128	20260323	202603	2026	2026.2274	DEU	GERMAN	DEU								FRAGOV	FRANCE	FRA					GOV			1	012	012	01	1	-0.4	8	1	8	-8.01282051282052	1	Germany	GM	GM		51.5	10.5	GM	1	France	FR	FR		46	2	FR	1	United Kingdom	UK	UK		54	-4	UK	20260330000000	https://www.yahoo.com/news/articles/european-nations-criticise-israel-death-224425778.html
1296705129	20260323	202603	2026	2026.2274	DEU	GERMANY	DEU								GBR	UNITED KINGDOM	GBR								1	012	012	01	1	-0.4	2	1	2	-8.01282051282052	1	Germany	GM	GM		51.5	10.5	GM	1	Italy	IT	IT		42.833333	12.833333	IT	1	United Kingdom	UK	UK		54	-4	UK	20260330000000	https://www.yahoo.com/news/articles/european-nations-criticise-israel-death-224425778.html
1296705130	20260323	202603	2026	2026.2274	DEU	GERMAN	DEU								GBR	UNITED KINGDOM	GBR								1	012	012	01	1	-0.4	6	1	6	-8.01282051282052	1	Germany	GM	GM		51.5	10.5	GM	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260330000000	https://www.yahoo.com/news/articles/european-nations-criticise-israel-death-224425778.html
1296705131	20260323	202603	2026	2026.2274	DEU	GERMAN	DEU								GOV	FOREIGN OFFICE						GOV			1	018	018	01	1	3.4	8	1	8	-8.01282051282052	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20260330000000	https://www.yahoo.com/news/articles/european-nations-criticise-israel-death-224425778.html
1296705132	20260323	202603	2026	2026.2274	DEU	GERMANY	DEU								ITA	ITALY	ITA								1	012	012	01	1	-0.4	2	1	2	-8.01282051282052	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	United Kingdom	UK	UK		54	-4	UK	20260330000000	https://www.yahoo.com/news/articles/european-nations-criticise-israel-death-224425778.html
1296705133	20260323	202603	2026	2026.2274	DEU	GERMAN	DEU								ITA	ITALY	ITA								1	012	012	01	1	-0.4	6	1	6	-8.01282051282052	1	Germany	GM	GM		51.5	10.5	GM	1	Italy	IT	IT		42.833333	12.833333	IT	1	United Kingdom	UK	UK		54	-4	UK	20260330000000	https://www.yahoo.com/news/articles/european-nations-criticise-israel-death-224425778.html
1296705134	20260330	202603	2026	2026.2466											AFR	AFRICA	AFR								0	192	192	19	4	-9.5	10	1	10	2.7063599458728	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20260330000000	https://gadget.co.za/tecnosa214m/
1296705135	20260330	202603	2026	2026.2466											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	2	1	2	-1.95510499637943	0								4	Cook Island, New South Wales, Australia	AS	AS02	5094	-28.1985	153.585	-1566897	4	Cook Island, New South Wales, Australia	AS	AS02	5094	-28.1985	153.585	-1566897	20260330000000	https://www.salient.org.nz/post/strictly-4-the-islands-2
1296705136	20260330	202603	2026	2026.2466											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	4	1	4	1.18577075098814	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260330000000	https://www.miragenews.com/agforce-stays-grounded-amid-global-changes-1646489/
1296705137	20260330	202603	2026	2026.2466											AUS	AUSTRALIA	AUS								0	046	046	04	1	7.0	2	1	2	-1.95510499637943	0								4	Cook Island, New South Wales, Australia	AS	AS02	5094	-28.1985	153.585	-1566897	4	Cook Island, New South Wales, Australia	AS	AS02	5094	-28.1985	153.585	-1566897	20260330000000	https://www.salient.org.nz/post/strictly-4-the-islands-2
1296705138	20260330	202603	2026	2026.2466											AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	2	1	2	-4.54545454545454	0								4	Walwa, Victoria, Australia	AS	AS07	5420	-35.9667	147.733	-1607570	4	Walwa, Victoria, Australia	AS	AS07	5420	-35.9667	147.733	-1607570	20260330000000	https://www.brisbanetimes.com.au/national/victoria/what-we-know-so-far-about-the-death-of-fugitive-dezi-freeman-20260330-p5zjtl.html
