1295266394	20250320	202503	2025	2025.2192	CVL	SCIENTIST						CVL			AUS	AUSTRALIA	AUS								1	130	130	13	3	-4.4	16	2	16	-0.0983799426624101	4	Macquarie Harbour, Tasmania, Australia	AS	AS06	5352	-42.3167	145.383	-1585129	4	Macquarie Harbour, Tasmania, Australia	AS	AS06	5352	-42.3167	145.383	-1585129	4	Macquarie Harbour, Tasmania, Australia	AS	AS06	5352	-42.3167	145.383	-1585129	20260320120000	https://www.forbes.com/sites/melissacristinamarquez/2026/03/20/australia-identifies-158-critical-habitats-for-endangered-sharks-and-rays/
1295266395	20250320	202503	2025	2025.2192	DEU	GERMAN	DEU								EUR	EUROPE	EUR								1	0874	087	08	2	10.0	8	1	8	0.4054054054054	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20260320120000	https://www.bmwblog.com/2026/03/20/bmw-milan-nedeljkovic-munich-plant-i3-neue-klasse/
1295266396	20250320	202503	2025	2025.2192	EDU	SCHOOL						EDU			GOV	GOVERNMENT						GOV			0	160	160	16	4	-4.0	10	1	10	1.53755174452987	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260320120000	https://www.hcn.org/articles/congress-contemplates-sweeping-investigation-of-native-boarding-schools/
1295266397	20250320	202503	2025	2025.2192	GBR	BRITAIN	GBR								MUS	MAURITIUS	MUS								1	031	031	03	1	5.2	2	1	2	-2.11267605633803	1	Mauritius	MP	MP		16	146	MP	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	20260320120000	https://www.express.co.uk/news/politics/2184564/donald-trump-buy-chagos-islands
1295266398	20250320	202503	2025	2025.2192	GBR	BRITAIN	GBR								MUS	MAURITIUS	MUS								1	031	031	03	1	5.2	8	1	8	-2.11267605633803	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	1	United Kingdom	UK	UK		54	-4	UK	20260320120000	https://www.express.co.uk/news/politics/2184564/donald-trump-buy-chagos-islands
1295266399	20250320	202503	2025	2025.2192	GBR	BRITAIN	GBR								MUS	MAURITIUS	MUS								1	0841	084	08	2	7.0	2	1	2	-2.11267605633803	1	Mauritius	MP	MP		16	146	MP	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	20260320120000	https://www.express.co.uk/news/politics/2184564/donald-trump-buy-chagos-islands
1295266400	20250320	202503	2025	2025.2192	GBR	BRITAIN	GBR								MUS	MAURITIUS	MUS								1	0841	084	08	2	7.0	8	1	8	-2.11267605633803	1	United Kingdom	UK	UK		54	-4	UK	1	Mauritius	MP	MP		16	146	MP	1	United Kingdom	UK	UK		54	-4	UK	20260320120000	https://www.express.co.uk/news/politics/2184564/donald-trump-buy-chagos-islands
1295266401	20260218	202602	2026	2026.1315	JPN	JAPAN	JPN																		1	111	111	11	3	-2.0	1	1	1	2.41228070175439	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20260320120000	https://www.euronews.com/travel/2026/03/20/new-luxury-farm-resort-from-the-founder-of-aman-set-to-open-in-japan-next-month
1295266402	20260218	202602	2026	2026.1315	JPN	JAPAN	JPN																		1	111	111	11	3	-2.0	1	1	1	2.41228070175439	1	Bhutan	BT	BT		27.5	90.5	BT	0								1	Bhutan	BT	BT		27.5	90.5	BT	20260320120000	https://www.euronews.com/travel/2026/03/20/new-luxury-farm-resort-from-the-founder-of-aman-set-to-open-in-japan-next-month
1295266403	20260218	202602	2026	2026.1315	UKR	UKRAINIAN	UKR								UKRREF	UKRAINE	UKR					REF			1	0841	084	08	2	7.0	2	1	2	2.4	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20260320120000	https://www.clare.fm/news/number-of-clare-hotels-contracted-for-ukrainian-accommodation-down-over-40-in-a-year/
