1293827910	20160314	201603	2016	2016.2027	EUR	EUROPE	EUR																		0	013	013	01	1	0.4	10	1	10	-7.06018518518514	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260312120000	https://euobserver.com/206602/what-sarkozys-corruption-appeal-means-for-cleaning-up-european-politics/
1293827911	20250312	202503	2025	2025.1973	AGR	FARMER						AGR			GOV	MINIST						GOV			1	100	100	10	3	-5.0	10	1	10	-2.88808664259928	4	Bandipur, Karnataka, India	IN	IN19	17873	11.6667	76.6333	-2090148	4	Bandipur, Karnataka, India	IN	IN19	17873	11.6667	76.6333	-2090148	4	Bandipur, Karnataka, India	IN	IN19	17873	11.6667	76.6333	-2090148	20260312120000	https://indianexpress.com/article/cities/bangalore/wary-of-rising-tiger-numbers-karnataka-to-assess-carrying-capacity-of-bandipur-reserve-10578430/
1293827912	20250312	202503	2025	2025.1973	GOV	PRESIDENT						GOV													1	016	016	01	1	-2.0	3	1	3	-7.94438927507448	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260312120000	https://www.naturalnews.com/2026-03-12-former-doge-engineer-allegedly-stole-ssa-data.html
1293827913	20250312	202503	2025	2025.1973	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	016	016	01	1	-2.0	1	1	1	-7.94438927507448	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260312120000	https://www.naturalnews.com/2026-03-12-former-doge-engineer-allegedly-stole-ssa-data.html
1293827914	20250312	202503	2025	2025.1973	IRN	IRANIAN	IRN																		0	061	061	06	2	6.4	7	1	7	-3.38028169014084	4	Kharg, Bushehr, Iran	IR	IR22	40962	29.25	50.3286	-3067896	0								4	Kharg, Bushehr, Iran	IR	IR22	40962	29.25	50.3286	-3067896	20260312120000	https://www.geo.tv/latest/655320-iranian-oil-flows-through-strait-of-hormuz-even-as-gulf-neighbors-exports-shut
1293827915	20250312	202503	2025	2025.1973	IRN	IRANIAN	IRN																		0	061	061	06	2	6.4	1	1	1	-3.38028169014084	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260312120000	https://www.geo.tv/latest/655320-iranian-oil-flows-through-strait-of-hormuz-even-as-gulf-neighbors-exports-shut
1293827916	20250312	202503	2025	2025.1973	PAK	PAKISTAN	PAK								SAU	SAUDI ARABIA	SAU								0	062	062	06	2	7.4	2	1	2	-1.7578125	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Shaybah, Saudi Arabia (general), Saudi Arabia	SA	SA00	25314	30.4324	38.5477	182493	20260312120000	https://www.geo.tv/latest/655315-pm-shehbaz-jets-off-to-saudi-arabia-to-discuss-mideast-tensions-security-with-mbs
1293827917	20250312	202503	2025	2025.1973	PAK	PAKISTAN	PAK								SAU	SAUDI ARABIA	SAU								0	062	062	06	2	7.4	6	1	6	-1.7578125	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Shaybah, Saudi Arabia (general), Saudi Arabia	SA	SA00	25314	30.4324	38.5477	182493	4	Shaybah, Saudi Arabia (general), Saudi Arabia	SA	SA00	25314	30.4324	38.5477	182493	20260312120000	https://www.geo.tv/latest/655315-pm-shehbaz-jets-off-to-saudi-arabia-to-discuss-mideast-tensions-security-with-mbs
1293827918	20250312	202503	2025	2025.1973	PAK	PAKISTAN	PAK								SAU	SAUDI	SAU								0	062	062	06	2	7.4	2	1	2	-1.7578125	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20260312120000	https://www.geo.tv/latest/655315-pm-shehbaz-jets-off-to-saudi-arabia-to-discuss-mideast-tensions-security-with-mbs
1293827919	20250312	202503	2025	2025.1973	REL	RELIGION									EDU	SCHOOL						EDU			0	081	081	08	2	5.0	10	1	10	1.20481927710843	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20260312120000	https://cyprus-mail.com/2026/03/12/plans-for-theology-college-in-famagusta-ruled-legal-by-north-court
