1294139693	20250314	202503	2025	2025.2027											JUDJUD	SUPERIOR COURT						JUD	JUD		1	043	043	04	1	2.8	1	1	1	-8.28947368421053	0								3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20260314000000	https://www.ocregister.com/2026/03/13/feds-take-custody-of-accused-laguna-woods-church-shooter-after-signaling-support-for-death-penalty/
1294139694	20250314	202503	2025	2025.2027	BUS	BUSINESS						BUS													0	030	030	03	1	4.0	3	1	3	-2.07612456747405	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260314000000	https://medicinehatnews.com/news/national-news/2026/03/13/environment-committee-engaging-in-junior-high-behaviour-former-climate-advisers/
1294139695	20250314	202503	2025	2025.2027	CAN	CANADA	CAN								BUS	BUSINESS						BUS			0	030	030	03	1	4.0	2	1	2	-2.07612456747405	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260314000000	https://medicinehatnews.com/news/national-news/2026/03/13/environment-committee-engaging-in-junior-high-behaviour-former-climate-advisers/
1294139696	20250314	202503	2025	2025.2027	CAN	CANADA	CAN								BUS	BUSINESS						BUS			0	100	100	10	3	-5.0	2	1	2	-2.07612456747405	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260314000000	https://medicinehatnews.com/news/national-news/2026/03/13/environment-committee-engaging-in-junior-high-behaviour-former-climate-advisers/
1294139697	20250314	202503	2025	2025.2027	JUDJUD	SUPERIOR COURT						JUD	JUD												1	042	042	04	1	1.9	1	1	1	-8.28947368421053	3	San Quentin, California, United States	US	USCA	CA041	37.9413	-122.485	232465	0								3	San Quentin, California, United States	US	USCA		37.9413	-122.485	232465	20260314000000	https://www.ocregister.com/2026/03/13/feds-take-custody-of-accused-laguna-woods-church-shooter-after-signaling-support-for-death-penalty/
1294139698	20250314	202503	2025	2025.2027	JUDJUD	JUDGE						JUD	JUD		USAJUD	UNITED STATES	USA					JUD			1	043	043	04	1	2.8	4	1	4	-8.28947368421053	3	Orange County, California, United States	US	USCA	CA059	33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20260314000000	https://www.ocregister.com/2026/03/13/feds-take-custody-of-accused-laguna-woods-church-shooter-after-signaling-support-for-death-penalty/
1294139699	20250314	202503	2025	2025.2027	LEG	LEGISLATURE						LEG			GOV	GOVERNOR						GOV			0	129	129	12	3	-5.0	6	1	6	-2.28310502283105	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260314000000	https://www.wbng.com/2026/03/13/local-representatives-warn-rural-ems-crisis-report/
1294139700	20250314	202503	2025	2025.2027	USA	CALIFORNIA	USA																		0	172	172	17	4	-5.0	1	1	1	2.95238095238095	3	Pasadena, Texas, United States	US	USTX	TX201	29.6911	-95.2091	1343631	0								3	Pasadena, Texas, United States	US	USTX	TX201	29.6911	-95.2091	1343631	20260314000000	https://www.baltimoresun.com/2026/03/13/lowrider-stamps/
1294139701	20250314	202503	2025	2025.2027	USA	CALIFORNIA	USA																		0	172	172	17	4	-5.0	7	1	7	2.95238095238095	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20260314000000	https://www.baltimoresun.com/2026/03/13/lowrider-stamps/
1294139702	20250314	202503	2025	2025.2027	USA	UNITED STATES	USA								GOV	GOVERNOR						GOV			0	129	129	12	3	-5.0	4	1	4	-2.28310502283105	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260314000000	https://www.wbng.com/2026/03/13/local-representatives-warn-rural-ems-crisis-report/
