1295917214	20160327	201603	2016	2016.2384	JUD	LAWYER						JUD			VEN	VENEZUELA	VEN								0	031	031	03	1	5.2	3	1	3	-2.06463195691203	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20260325000000	https://www.newsday.com/news/nation/rubio-venezuela-trial-testimony-u68195
1295917215	20250325	202503	2025	2025.2329											JUD	JUDGE						JUD			1	042	042	04	1	1.9	24	1	24	0.68965517241379	0								3	Willow Springs, Missouri, United States	US	USMO		36.9923	-91.9699	752922	3	Willow Springs, Missouri, United States	US	USMO		36.9923	-91.9699	752922	20260325000000	https://wamz.iheart.com/content/2026-03-24-carrie-underwood-sees-glimpses-of-herself-in-current-idol-contestants/
1295917216	20250325	202503	2025	2025.2329											JUD	JUDGE						JUD			1	042	042	04	1	1.9	12	1	12	0.68965517241379	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260325000000	https://wamz.iheart.com/content/2026-03-24-carrie-underwood-sees-glimpses-of-herself-in-current-idol-contestants/
1295917217	20250325	202503	2025	2025.2329											JUD	JUDGE						JUD			1	043	043	04	1	2.8	36	1	36	0.68965517241379	0								3	Willow Springs, Missouri, United States	US	USMO		36.9923	-91.9699	752922	3	Willow Springs, Missouri, United States	US	USMO		36.9923	-91.9699	752922	20260325000000	https://wamz.iheart.com/content/2026-03-24-carrie-underwood-sees-glimpses-of-herself-in-current-idol-contestants/
1295917218	20250325	202503	2025	2025.2329	CANEDU	SASKATCHEWAN	CAN					EDU													1	010	010	01	1	0.0	3	1	3	-3.0791788856305	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20260325000000	https://www.yahoo.com/news/articles/covid-variant-identified-already-spreading-173140687.html
1295917219	20250325	202503	2025	2025.2329	COLGOV	COLOMBIA	COL					GOV			CRMCRM	CRIMINAL						CRM	CRM		1	190	190	19	4	-10.0	2	1	2	-4.58891013384321	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20260325000000	https://www.thepeterboroughexaminer.com/news/world/americas/colombia-issues-arrest-warrants-for-rebel-group-members-for-miguel-uribe-killing/article_aa1aba55-ecc8-52e0-9070-aaf9746f2085.html
1295917220	20250325	202503	2025	2025.2329	COP	POLICE						COP													1	090	090	09	2	-2.0	5	1	5	-15.1041666666667	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20260325000000	https://www.9news.com.au/national/sydney-boy-charged-alleged-terrorism-offences/88004797-f301-46b8-a555-554ada4761ab
1295917221	20250325	202503	2025	2025.2329	GOV	ATTORNEY GENERAL						GOV			CRMCRM	CRIMINAL						CRM	CRM		1	190	190	19	4	-10.0	8	1	8	-4.58891013384321	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20260325000000	https://www.thepeterboroughexaminer.com/news/world/americas/colombia-issues-arrest-warrants-for-rebel-group-members-for-miguel-uribe-killing/article_aa1aba55-ecc8-52e0-9070-aaf9746f2085.html
1295917222	20250325	202503	2025	2025.2329	GOV	ADMINISTRATION						GOV			EDU	SCHOOL						EDU			1	160	160	16	4	-4.0	10	1	10	0.92449922958397	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20260325000000	https://stnonline.com/news/immigration-enforcement-fears-addressed-at-school-bus-stops-with-increased-resources/
1295917223	20250325	202503	2025	2025.2329	JUD	JUDGE						JUD													1	042	042	04	1	1.9	36	1	36	0.68965517241379	3	Willow Springs, Missouri, United States	US	USMO	MO091	36.9923	-91.9699	752922	0								3	Willow Springs, Missouri, United States	US	USMO		36.9923	-91.9699	752922	20260325000000	https://wamz.iheart.com/content/2026-03-24-carrie-underwood-sees-glimpses-of-herself-in-current-idol-contestants/
