1291874438	20250302	202503	2025	2025.1699											EDU	SCHOOL						EDU			0	173	173	17	4	-5.0	6	1	6	-3.49309504467912	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260302120000	https://www.salon.com/2026/03/02/the-people-standing-between-students-and-ice-teachers-partner/
1291874439	20250302	202503	2025	2025.1699											EDU	SCHOOL						EDU			0	173	173	17	4	-5.0	4	1	4	-3.49309504467912	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20260302120000	https://www.salon.com/2026/03/02/the-people-standing-between-students-and-ice-teachers-partner/
1291874440	20250302	202503	2025	2025.1699	EUR	EUROPEAN	EUR								CHN	CHINESE	CHN								1	111	111	11	3	-2.0	4	1	4	0.8298755186722	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260302120000	https://auto.economictimes.indiatimes.com/news/industry/tesla-gains-market-in-france-norway-in-february/128945209
1291874441	20250302	202503	2025	2025.1699	EUR	EUROPEAN	EUR								CHN	CHINA	CHN								1	111	111	11	3	-2.0	1	1	1	0.8298755186722	1	Spain	SP	SP		40	-4	SP	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260302120000	https://auto.economictimes.indiatimes.com/news/industry/tesla-gains-market-in-france-norway-in-february/128945209
1291874442	20250302	202503	2025	2025.1699	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								0	130	130	13	3	-4.4	2	1	2	-5.79710144927536	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260302120000	https://www.dailymail.co.uk/news/article-15605847/Europe-Iran-Tehran-missiles-continen-sleeper-terror-cells-ready-Middle-East-war.html
1291874443	20250302	202503	2025	2025.1699	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								0	130	130	13	3	-4.4	8	1	8	-5.79710144927536	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260302120000	https://www.dailymail.co.uk/news/article-15605847/Europe-Iran-Tehran-missiles-continen-sleeper-terror-cells-ready-Middle-East-war.html
1291874444	20250302	202503	2025	2025.1699	IRN	IRAN	IRN																		1	061	061	06	2	6.4	1	1	1	-1.59045725646124	4	Sepah, Ilam, Iran	IR	IR10	40947	33.9037	46.0696	-3846178	0								4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20260302120000	https://en.tempo.co/read/2090174/indonesias-export-import-flows-with-hormuz-strait-nations-explained
1291874445	20250302	202503	2025	2025.1699	IRN	IRAN	IRN																		1	061	061	06	2	6.4	4	1	4	-1.59045725646124	4	Sepah, Ilam, Iran	IR	IR10	40947	33.9037	46.0696	-3846178	0								4	Sepah, Ilam, Iran	IR	IR10	40947	33.9037	46.0696	-3846178	20260302120000	https://en.tempo.co/read/2090174/indonesias-export-import-flows-with-hormuz-strait-nations-explained
1291874446	20250302	202503	2025	2025.1699	IRN	IRAN	IRN								QATMIL	QATAR	QAT					MIL			0	190	190	19	4	-10.0	2	1	2	-4.40487347703843	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260302120000	https://www.newsday.com/news/nation/iran-trump-israel-war-where-things-stand-p87597
1291874447	20250302	202503	2025	2025.1699	ITA	ITALY	ITA								USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	0	1	Italy	IT	IT		42.833333	12.833333	IT	3	Lake Como, New York, United States	US	USNY		42.6774	-76.3026	947241	1	Italy	IT	IT		42.833333	12.833333	IT	20260302120000	https://indianexpress.com/article/trending/trending-globally/logan-paul-wedding-cost-4-million-lake-como-flowers-10561161/
